ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENPA10,GOVPA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,PRINCIPLES,SAMESEXM,SPECTOOM,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
912655.0,Pennsylvania,42.0,Call 3,Complete,Election day exit poll,0.916126012802124,Pat Toomey,Tom Corbett,Female,White,18-24,Republican,Conservative,,High school graduate,No,,I like my candidate but with reservations,Favorable,Favorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Spending to create jobs,,,The Republican Party,,The Tea Party movement was not a factor,,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,16830.0
872466.0,Pennsylvania,66.0,Call 1,Complete,Election day exit poll,0.751892983913422,Joe Sestak,Dan Onorato,Female,White,65 or over,Independent,Moderate,,Postgraduate study,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,,Reducing the budget deficit,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Didn't vote,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",16.0,4.0,East,Version 2,Suburb,Urban,Urban Core,Downscale,17602.0
890185.0,Pennsylvania,51.0,Call 2,Complete,Election day exit poll,1.05022001266479,Joe Sestak,Dan Onorato,Male,White,50-59,Democrat,Liberal,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,Reducing the budget deficit,,,The Democratic Party,,The Tea Party movement was not a factor,,,,Didn't vote,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,Make compromises to get things done,Yes,,,State questionnaire,Suburbs,Suburbs,6.0,2.0,East,Version 2,Suburb,60s Suburbs,Urban Perimeter,Very upscale,19010.0
892128.0,Pennsylvania,49.0,Call 2,Complete,Election day exit poll,0.878538191318512,Joe Sestak,Dan Onorato,Female,Black,40-44,Democrat,Liberal,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,,,The economy,,Very worried,Strongly approve,,,,,Neutral,,,,,Didn't vote,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,Neutral,,,No,Non-Tea Party supporters and Democrats,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,19023.0
888939.0,Pennsylvania,15.0,Call 2,Complete,Election day exit poll,1.35895884037018,Pat Toomey,Dan Onorato,Female,White,45-49,Republican,,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,,,The economy,,Not too worried,Somewhat approve,,,,,Somewhat support,,,,,Didn't vote,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Not worried,Approve,Republican,Republican Women,White Republicans,,White,,,,Support,,,Yes,Tea Party supporters,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,15229.0
888867.0,Pennsylvania,62.0,Call 2,Complete,Election day exit poll,1.0132908821106,Pat Toomey,Tom Corbett,Female,White,18-24,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Somewhat worried,Somewhat disapprove,,,,,Somewhat support,,,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Support,,,No,Tea Party supporters,,,,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,4.0,East,Version 1,Town,Rural,Rural,Upscale,17202.0
872827.0,Pennsylvania,112.0,Call 1,Complete,Election day exit poll,1.23852980136871,Pat Toomey,Tom Corbett,Male,White,18-24,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Very worried,Strongly disapprove,,,,,Strongly support,,,,,Didn't vote,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Support,,,Yes,Tea Party supporters,,,,,National questionnaire,Suburbs,Suburbs,19.0,4.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,17331.0
912740.0,Pennsylvania,49.0,Call 3,Complete,Election day exit poll,0.0,Joe Sestak,Other,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,Government should do more to solve problems,,,Health care,,Not too worried,Strongly approve,,,,,Somewhat support,,,,,Didn't vote,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Support,,,Yes,Tea Party supporters,,,,,National questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 1,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,19023.0
912014.0,Pennsylvania,65.0,Call 3,Complete,Election day exit poll,1.0615428686142,Pat Toomey,Tom Corbett,Female,White,18-24,Republican,Moderate,"Under $30,000",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Health care,,Very worried,Strongly disapprove,,,,,Neutral,,,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,Neutral,,,Yes,Non-Tea Party supporters and Republicans,,,,,National questionnaire,Suburbs,Suburbs,16.0,4.0,East,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,17022.0
909019.0,Pennsylvania,15.0,Call 3,Complete,Election day exit poll,0.962861120700836,Pat Toomey,Tom Corbett,Female,White,18-24,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Health care,,Very worried,Strongly disapprove,,,,,Somewhat support,,,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Support,,,No,Tea Party supporters,,,,,National questionnaire,Suburbs,Suburbs,4.0,5.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,15229.0
889039.0,Pennsylvania,11.0,Call 2,Complete,Election day exit poll,1.64984440803528,Joe Sestak,Dan Onorato,Female,White,18-24,Democrat,Liberal,"Under $30,000",High school graduate,No,,,,,,,"Satisfied, but not enthusiastic",,,You will be better off,,,,Somewhat approve,,Understands the needs of people like me,None,,Strongly oppose,,,Generally going in the right direction,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Positive,,,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,None,None,,Oppose,,,Yes,Non-Tea Party supporters and Democrats,,,Arlen Specter,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,5.0,East,Version 3,Extremely High Density Urban,Urban,Urban Core,Upscale,15232.0
911263.0,Pennsylvania,91.0,Call 3,Complete,Election day exit poll,1.00700306892395,Joe Sestak,Dan Onorato,Female,Black,18-24,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,"Satisfied, but not enthusiastic",,,You will be better off,,,,Strongly approve,,Understands the needs of people like me,Other christian,,Neutral,,,Seriously off on the wrong track,,Didn't vote,,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,Positive,,,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Protestant/Other Non-Catholic Christian,Non-white,,Neutral,,,No,Non-Tea Party supporters and Democrats,,,Arlen Specter,,State questionnaire,"Cities over 500,000","Cities over 50,000",2.0,1.0,East,Version 3,High Density Urban,Urban,Urban Core,Very downscale,19121.0
910847.0,Pennsylvania,83.0,Call 3,Not complete,Election day exit poll,1.41805291175842,Joe Sestak,Dan Onorato,Male,Hispanic,18-24,,,,Some college/assoc. degree,Yes,,I strongly favor my candidate,,,,,,,,,,,,,,,,The Democratic Party,,,,,,Didn't vote,,Non black male,Latino men,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,,,,Hispanic/Latino,,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,3.0,East,Version 2,High Density Urban,Urban,Urban Core,Upscale,18018.0
910703.0,Pennsylvania,55.0,Call 3,Complete,Election day exit poll,1.01279926300049,Joe Sestak,Dan Onorato,Male,Black,18-24,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,"Satisfied, but not enthusiastic",,,You will be better off,,,,Strongly approve,,Understands the needs of people like me,Muslim,,Strongly oppose,,,Generally going in the right direction,,Didn't vote,,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Positive,,,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Black,Something else,Non-white,,Oppose,,,No,Non-Tea Party supporters and Independents/Something else,,,Would not have voted,,State questionnaire,Suburbs,Suburbs,7.0,2.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19061.0
871702.0,Pennsylvania,25.0,Call 1,Complete,Election day exit poll,1.01912307739258,Joe Sestak,Tom Corbett,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Catholic,,Somewhat oppose,,,Seriously off on the wrong track,,Didn't vote,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Catholic,Catholic,,Oppose,,,Yes,Non-Tea Party supporters and Independents/Something else,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,8.0,2.0,East,Version 3,Suburb,60s Suburbs,Urban Perimeter,Upscale,19054.0
888944.0,Pennsylvania,47.0,Call 2,Complete,Election day exit poll,0.771060883998871,Pat Toomey,Tom Corbett,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,"Satisfied, but not enthusiastic",,,Omit,,,,Somewhat disapprove,,Understands the needs of people like me,Protestant,,Omit,,,Seriously off on the wrong track,,Didn't vote,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Positive,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Omit,,,No,,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,17.0,4.0,East,Version 3,Town,60s Suburbs,Urban Perimeter,Very downscale,17113.0
912768.0,Pennsylvania,22.0,Call 3,Complete,Election day exit poll,0.781341731548309,Pat Toomey,Tom Corbett,Female,White,40-44,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,None,,Strongly support,,,Seriously off on the wrong track,,Didn't vote,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,None,None,,Support,,,Yes,Tea Party supporters,,,Pat Toomey,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,4.0,East,Version 3,Town,Rural,Rural,Very downscale,16602.0
873347.0,Pennsylvania,39.0,Call 1,Complete,Election day exit poll,0.861807703971863,Pat Toomey,Tom Corbett,Female,Hispanic,30-39,Republican,Moderate,"$200,000 or more",Postgraduate study,Yes,,,,,,,"Dissatisfied, but not angry",,,It will not make much difference to you,,,,Strongly disapprove,,Can bring needed change,Catholic,,Neutral,,,Seriously off on the wrong track,,Didn't vote,,Non black female,Latino women,30-44,30-59,18-44,30-44,30-39,Latino 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,Negative,,,Disapprove,Republican,Republican Women,All others,Moderate/Liberal Republicans,Hispanic/Latino,Catholic,Non-white,,Neutral,,,No,Non-Tea Party supporters and Republicans,,,Pat Toomey,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,19348.0
911009.0,Pennsylvania,90.0,Call 3,Not complete,Election day exit poll,1.63674569129944,Pat Toomey,Tom Corbett,Male,White,18-24,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,Didn't vote,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",1.0,1.0,East,Version 3,High Density Urban,Urban,Urban Core,Very downscale,19125.0
871620.0,Pennsylvania,72.0,Call 1,Not complete,Election day exit poll,0.905718445777893,Pat Toomey,Tom Corbett,Female,White,65 or over,,,,College graduate,,,I like my candidate but with reservations,,,,,,,,,,,,,,,,The Republican Party,,,,,,Didn't vote,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,10.0,3.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,18704.0
915297.0,Pennsylvania,106.0,Call 3,Complete,Election day exit poll,0.81082820892334,Pat Toomey,Tom Corbett,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Omit,Protestant,,Strongly support,,,Seriously off on the wrong track,,Didn't vote,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,Support,,,No,Tea Party supporters,,,Would not have voted,,State questionnaire,Suburbs,Suburbs,12.0,5.0,East,Version 3,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,15676.0
890267.0,Pennsylvania,39.0,Call 2,Not complete,Election day exit poll,0.964952945709229,Pat Toomey,Tom Corbett,Female,White,65 or over,,,,Some college/assoc. degree,No,,I like my candidate but with reservations,,,,,,,,,,,,,,,,The Republican Party,,,,,,Didn't vote,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,16.0,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,19348.0
