ID,WEIGHT,PRSIA20,SENIA20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVERNST,FAVGREENFIELD,FAVPRES20,FAVSENIA20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD,WHNCLINC,WHTEVANG,ZIPCODE
129627.0,0.26981375797,Donald Trump,,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,No,,Good,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,135.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,,,,,,,,,Version 2,Election day,,,52748.0
130056.0,0.19136812385,Other,,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes,Call 1,1.0,,Somewhat well,Very well or somewhat well,The Republican Party,Not very confident or not at all confident,Not at all confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,,No,Excellent,Excellent or good,No,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,All others,Conservative,147.0,Moderate/Liberal Republicans,Conservative Independents,,Other,Other,State questionnaire,Other,Non-white,Other,Not a problem at all,A minor problem or not a problem at all,Midwest,Female,All other races,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Election day,,All others,50652.0
142640.0,0.2714445132,Did not vote,Did not vote,Illegal,Illegal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 2,4.0,No,Somewhat well,Very well or somewhat well,The Republican Party,Very confident or somewhat confident,Somewhat confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,For your candidate,4.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,23.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Election day,,White Born-again/Evangelical Christians,50058.0
153891.0,0.10899768678,Did not vote,Did not vote,,,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,4.0,,,,,,,Election day,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Omit,Omit,Omit,Omit,Omit,About the same,,4.0,,,,,,,,,Omit,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,23.0,,,Omit,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Omit,Omit,Omit,Omit,Omit,Omit,,,Version 1,Election day,No,,50058.0
52363.0,1.46815390024,Joe Biden,Did not vote,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,3.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,Only Biden,Neither,Unfavorable,About the same,,3.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Omit,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Telephone survey,Yes,Both of them do,Yes,In October,In the last month,Before that,,,Version 1,By mail,Yes,,50315.0
154238.0,0.22627864469,Joe Biden,Did not vote,Legal,Legal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,No,Call 3,2.0,No,Somewhat badly,Somewhat badly or very badly,The Democratic Party,Not very confident or not at all confident,Not very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,Omit,1.0,Joe Biden,Joe Biden,,,,,,,,Yes,No,Not so good,Not so good or poor,Yes,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,The most important problem,The most important problem or one of many important problems,Midwest,Female,Latino women,Suburbs,Suburbs, Iowa,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,Election day,,All others,52241.0
142964.0,0.18941633987,Joe Biden,Did not vote,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,2.0,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Omit,Omit,Only Biden,Omit,Unfavorable,Better today,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,64.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,Version 1,Election day,Yes,,52241.0
142752.0,0.83013428704,Joe Biden,Did not vote,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 2,2.0,No,Somewhat badly,Somewhat badly or very badly,Omit,Very confident or somewhat confident,Very confident,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,Against his opponent,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,Poor,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,133.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,Election day,,All others,52802.0
53040.0,0.7106725603,Joe Biden,Did not vote,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Yes,,3.0,No,Somewhat well,Very well or somewhat well,The Democratic Party,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,For your candidate,3.0,Joe Biden,Joe Biden,,,,,,,,Yes,No,Good,Excellent or good,No,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,Midwest,Female,Latino women,Suburbs,Suburbs, Iowa,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,By mail,,All others,50322.0
142792.0,0.21139006609,Donald Trump,Did not vote,,,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,4.0,,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,5.0,,,,,,,,,,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,86.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 3,Election day,,,51241.0
154162.0,0.1778240311,Donald Trump,Did not vote,,,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,1.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Favorable,Unfavorable,Only Trump,Only Ernst,Favorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,147.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,Election day,Yes,,50652.0
143978.0,0.2338582942,Donald Trump,Did not vote,,,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,1.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Omit,Omit,Omit,Only Trump,Omit,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,92.0,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Yes,Both of them do,Yes,Before that,Before that,Before that,,,Version 1,Election day,No,,50158.0
130920.0,0.39163932475,Donald Trump,Did not vote,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,1.0,No,Omit,Omit,The Republican Party,Very confident or somewhat confident,Very confident,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,No,,Not so good,Not so good or poor,No,Men without children,,,,,,,,60.0,,,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Election day,,All others,52031.0
130853.0,0.87563119401,Donald Trump,Did not vote,,,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,2.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Unfavorable,Only Trump,Neither,Favorable,Worse today,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,,98.0,,,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,Election day,Yes,,52778.0
130468.0,1.49638802746,Donald Trump,Did not vote,,,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,4.0,,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Unfavorable,Neither of them,Neither,Unfavorable,About the same,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,160.0,Moderate/Liberal Republicans,Liberal Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,No,Only Donald Trump does,Yes,In the last few days,In the last month,In the last week,,,Version 1,Election day,No,,50421.0
53131.0,1.6671825466,Donald Trump,Did not vote,Omit,Omit,65+,60+,65-74,45+,60+,65+,Non-Black 60+,All others,All others,Complete,Yes,,4.0,No,Somewhat badly,Somewhat badly or very badly,The Republican Party,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,Against his opponent,4.0,Omit,Donald Trump,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,Other,American Indian,State questionnaire,Other,Non-white,American Indian,One of many important problems,The most important problem or one of many important problems,Midwest,Female,All other races,Rural,Small Cities/Rural, Iowa,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,Early in-person,,All others,50438.0
52904.0,4.05067340141,Donald Trump,Did not vote,Legal,Legal in all cases,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,1.0,No,Very badly,Somewhat badly or very badly,The Democratic Party,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,For your candidate,1.0,Joe Biden,Donald Trump,,,,,,,,No,No,Excellent,Excellent or good,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Male,White men,Suburbs,Suburbs, Iowa,White suburban men,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,By mail,,All others,52040.0
