id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break16p,breakfac,breakimp,call,cdnum,clintonl,contact1,econdem1,econdemc,econdems,econfair,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,gunplcy1,gunplc_1,gunplcyd,healthde,health_1,health_2,honestde,honest_1,honest_2,inc100k,inc30k,inc50k,incineqd,incine_1,incine_2,income3,income4,income16,incwhite,intcrisi,intcri_1,intcri_2,issdem16,issvqual,life,married,nhdprs16,obamaplc,outsider,over45,over65,party,partybla,partybyr,partyid,partysex,partywhi,phil4,phil2d,phil3x,precinct,prevprid,qlt16dem,qrace3,qraceai,qtype,race,race2b,region,regnhdem,sandersl,sathclin,satsande,sex,sexbyrac,sexwed,singlepa,sizeplac,sizeplc3,stanum,taxinc12,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,valuescl,valuesde,valuessa,version,weight,whnclinc
110707,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,Call 1,1,About right,Yes, , , ,Favors the wealthy, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Holding steady financially, , , , , , , , , , , , ,100k or more,"$30,000 or more",50k or more,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs, ,Worse than life today,No,Hillary Clinton, , ,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Somewhat liberal,Liberal,Liberal,7, ,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Democrat,Too liberal, , ,Male,White men,Non married men, ,Suburbs,Suburbs,New Hampshire, ,Election day exit poll, , , , , , , , , ,Version 2,.879665791988373,No
110708,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No, , , ,Call 1,1,About right,No, , , ,Favors the wealthy, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Getting ahead financially, , , , , , , , , , , , ,Less than 100k,"$30,000 or more",50k or more,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs, ,About the same,Yes,Hillary Clinton, , ,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Moderate,Moderate or conservative,Moderate,66, ,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Democrat,About right, , ,Female,White women,Married women, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , , , , , , , , ,Version 2,.459147840738297,No
110709,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Call 1,1, , , , , , ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Clinton or both of them,Only Sanders or both of them,Both of them, , , , , , ,Less than 100k,"$30,000 or more",Less than 50k, , , ,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", , , , , , , ,Hillary Clinton, , ,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,Moderate or conservative,Moderate,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, ,Satisifed,Satisifed,Male,White men, ,Oppose,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Increase for all,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,.670792579650879,No
110711,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,Call 1,2,About right,No, , , ,Favors the wealthy, , ,College graduate,College graduate,More than High school graduate,White college degree,4,Falling behind financially, , , , , , , , , , , , ,Less than 100k,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Economy/Jobs, ,Worse than life today,Yes,Hillary Clinton, , ,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,Moderate or conservative,Moderate,90, ,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Too liberal, , ,Male,White men,Married men, ,Suburbs,Suburbs,New Hampshire, ,Election day exit poll, , , , , , , , , ,Version 2,1.1760790348053,No
110712,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,No, , , ,Call 1,2, ,Yes, , , ,Favors the wealthy, , , , , , ,2,Holding steady financially, , , , , , , , , , , , , , , , , , , , , , , , , , , ,About the same,No,Hillary Clinton, , ,45+,18-64, , , , , , , , , ,73, , ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men,Non married men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , , , , , , , , ,Version 2,.928370714187622, 
110715,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete, ,One of several important factors,A factor,Important,Call 1,1, , ,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them, , , ,High school or less,No college degree,High school graduate or less,Non white no college degree,2, , , , , , , ,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Less than 100k,"$30,000 or more",Less than 50k, , , ,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", , , ,Terrorism,My candidate's leadership/personal qualities, , ,Hillary Clinton,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,Moderate or conservative,Conservative,66, ,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,East, , , , ,Female,Black women, , ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that, , , ,Version 1,.351804912090302,No
110717,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,One of several important factors,A factor,Important,Call 1,1, , ,Both of them,Only Clinton or both of them,Only Sanders or both of them, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , ,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k, , , ,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", , , ,Income inequality,My candidate's positions on the issues, , ,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Somewhat liberal,Liberal,Liberal,64, ,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , ,Sometime last week,Earlier than that,In the last month,This week, , , ,Version 1,.702075183391571,No
110718,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,A minor factor,A factor,Not important,Call 1,2, , ,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them, , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , ,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more, , , ,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", , , ,Economy/Jobs,My candidate's leadership/personal qualities, , ,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Somewhat liberal,Liberal,Liberal,73, ,Cares about people like me,White,White,State questionnaire,White,White,East, , , , ,Female,White women, , ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , ,Just today,Last few days,In the last month,This week, , , ,Version 1,.725239098072052,No
110719,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Call 1,1, , , , , , ,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Clinton or neither of them,Only Clinton, , , , , , ,Less than 100k,"Under $30,000",Less than 50k, , , ,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", , , , , , , ,Hillary Clinton, , ,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Somewhat liberal,Liberal,Liberal,7,Yes, ,White,White,State questionnaire,White,White,East,Registered as Democrat, ,Satisifed,Dissatisfied,Female,White women, ,Oppose,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried, , , , ,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 3,.66496330499649,No
110722,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,One of several important factors,A factor,Important,Call 1,2, , ,Both of them,Only Clinton or both of them,Only Sanders or both of them, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , ,Both of them,Only Clinton or both of them,Only Sanders or both of them,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,100k or more,"$30,000 or more",50k or more, , , ,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", , , ,Health care,My candidate's positions on the issues, , ,Hillary Clinton,Change to more liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Very liberal,Liberal,Liberal,44, ,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men, , ,Suburbs,Suburbs,New Hampshire, ,Election day exit poll, , ,Just today,Last few days,In the last month,This week, , , ,Version 1,.731345117092133,No
110723,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete, ,Not a factor at all,Not a factor,Not important,Call 1,2, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,My candidate's leadership/personal qualities, , ,Hillary Clinton,Generally continue Barack Obama's policies, ,45+,18-64, , , , , , , , , ,73, , ,White,White,State questionnaire,White,White,East, , , , ,Male,White men, , ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , ,Sometime last week,Earlier than that,In the last month,This week, , , ,Version 1,.822389662265778, 
110725,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , , ,Call 1,1,About right,No, , , ,Favors the wealthy, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , , , , , , , , , , , ,100k or more,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality, ,About the same,Yes,Hillary Clinton, , ,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Somewhat liberal,Liberal,Liberal,7, ,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Democrat,Too liberal, , ,Female,White women,Married women, ,Suburbs,Suburbs,New Hampshire, ,Election day exit poll, , , , , , , , , ,Version 2,.550787746906281,No
110726,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , , , ,Call 1,1, , , , , , ,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them, , , , , , ,100k or more,"$30,000 or more",50k or more, , , ,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", , , , , , , ,Hillary Clinton, , ,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Somewhat liberal,Liberal,Liberal,64,Yes, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, ,Satisifed,Dissatisfied,Female,White women, ,Oppose,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried, , , , ,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,.593368291854858,No
110728,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,Call 1,1, , , , , , ,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Clinton or both of them,Only Sanders or both of them,Both of them, , , , , , ,100k or more,"$30,000 or more",50k or more, , , ,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", , , , , , , ,Hillary Clinton, , ,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Somewhat liberal,Liberal,Liberal,66,Yes, ,White,White,State questionnaire,White,White,East,Registered as Democrat, ,Satisifed,Satisifed,Female,White women, ,Support,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried, , , , ,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,.546786844730377,No
110729,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important,Call 1,2, , ,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them, , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , ,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,100k or more,"$30,000 or more",50k or more, , , ,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", , , ,Economy/Jobs,My candidate's positions on the issues, , ,Hillary Clinton,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,Moderate or conservative,Moderate,44, ,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Male,White men, , ,Suburbs,Suburbs,New Hampshire, ,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that, , , ,Version 1,.816958010196686,No
110730,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, , , ,Call 1,2,Too liberal,Yes, , , ,Favors the wealthy, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Holding steady financially, , , , , , , , , , , , ,100k or more,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Only Clinton,Only Clinton or Both of them,Only Clinton or Neither of them,Income inequality, ,Worse than life today,Yes,Hillary Clinton, , ,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Moderate,Moderate or conservative,Moderate,73, ,Has the right experience,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Too liberal, , ,Male,White men,Married men, ,"Cities 50,000-500,000","Cities over 50,000",New Hampshire, ,Election day exit poll, , , , , , , , , ,Version 2,.928370714187622,No
