ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI16,SENWI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,ATTEND16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVRYAN2,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
182007.0,Wisconsin,6.0,Call 1,Complete,Election day exit poll,0.630693256855011,Hillary Clinton,Did not vote,Female,White,60-64,Independent,Liberal,,College graduate,No,,,Once a week or more,No,,,Treats blacks unfairly,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Cares about people like me,Yes,No,,,,In the last week,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,At least monthly,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,In the last month,In the last week,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Northeast,54303.0
138165.0,Wisconsin,,,Complete,Telephone survey,0.74992561340332,Hillary Clinton,Did not vote,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,,,,,,,,,,,,About the same,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,,Other,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 4,Northeast,54915.0
222190.0,Wisconsin,27.0,Call 3,Complete,Election day exit poll,0.412499636411667,Hillary Clinton,Did not vote,Female,White,,,,,High school or less,No,,Hillary Clinton,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,Omit,No,,,Terrorism,,,Good,,Omit,Cares about people like me,,,,Yes,No,,,,Yes,White women,,,,,,,,,,,,,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,White,White,White,White,White suburban women,,,,,"Dissatisfied, but not angry or Angry",Omit,Excellent or good,,,,,,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,Northwest,54880.0
221893.0,Wisconsin,6.0,Call 3,Complete,Election day exit poll,0.537126898765564,Hillary Clinton,Did not vote,Female,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,,Hillary Clinton,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Terrorism,,,Poor,,Change to more liberal policies,Has the right experience,,,,Yes,No,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast,54303.0
221833.0,Wisconsin,6.0,Call 3,Complete,Election day exit poll,0.630693256855011,Hillary Clinton,Did not vote,Female,White,65 or over,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,Once a week or more,Yes,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,,,,,Foreign policy,,,,Strongly disapprove,,Can bring needed change,Yes,No,,,,Before that,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,No,At least monthly,,Only Hillary Clinton,,,,Disapprove,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,Northeast,54303.0
220917.0,Wisconsin,22.0,Call 3,Complete,Election day exit poll,0.586430370807648,Hillary Clinton,Did not vote,Female,White,18-24,Independent,Liberal,"$100,000-$199,999",High school or less,No,,,A few times a month,Yes,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,,,,,Terrorism,,,,Somewhat approve,,Has good judgment,Yes,No,,,,Before that,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,At least monthly,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Southwest,53593.0
220612.0,Wisconsin,108.0,Call 3,Complete,Election day exit poll,0.771310150623322,Hillary Clinton,Did not vote,Female,White,45-49,Democrat,Moderate,,College graduate,No,No,,,,Not much,,,,,,Better today,,Hillary Clinton,Hillary Clinton,Was about right,,,Help the country,Offered a chance to apply for legal status,,Better today,Better than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,Not much or not at all,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast,53064.0
203614.0,Wisconsin,100.0,Call 2,Complete,Election day exit poll,0.766723394393921,Hillary Clinton,Did not vote,Male,White,25-29,Something else,Moderate,,High school or less,No,No,,,,Some,,,,,,Worse today,,Hillary Clinton,Hillary Clinton,Went too far,,,Help the country,Offered a chance to apply for legal status,,About the same,About the same,,,,,,,No group is favored,,,,Takes away U.S. jobs,A lot,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,A lot or some,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast,53027.0
110238.0,Wisconsin,,,Complete,Telephone survey,4.77202701568604,Hillary Clinton,Did not vote,Female,Hispanic/Latino,50-59,Democrat,Conservative,,High school or less,Yes,,Hillary Clinton,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,Omit,No,,,The economy,,,Not so good,,Omit,Omit,,,,Yes,No,,,,No,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democratic Women,Non-White Democrats,Other,Hispanic/Latino,Non-white,Hispanic/Latino,Other,,,,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,Southeast,53403.0
202127.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.701263248920441,Hillary Clinton,Did not vote,Male,White,65 or over,Independent,Liberal,,College graduate,No,,,,,A lot,,,,,,Better today,,Hillary Clinton,Hillary Clinton,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,About the same,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,Some,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,Moderate/Liberal Republicans,Liberal Independents,,,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 3,Northeast,54303.0
183509.0,Wisconsin,92.0,Call 1,Complete,Election day exit poll,0.788972318172455,Donald Trump,Did not vote,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,A few times a month,No,,,Treats blacks unfairly,Unfavorable,Favorable,Unfavorable,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Has good judgment,No,Yes,,,,Before that,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,Yes,At least monthly,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,Northeast,54929.0
182696.0,Wisconsin,20.0,Call 1,Complete,Election day exit poll,0.968589007854462,Donald Trump,Did not vote,Female,White,65 or over,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,A few times a year,No,,,Treats all people fairly,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,Terrorism,,,,Somewhat approve,,Can bring needed change,Yes,Yes,,,,In the last few days,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,A few times a year or less,,Neither,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,Both,,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Southwest,53562.0
222910.0,Wisconsin,27.0,Call 3,Complete,Election day exit poll,0.446641474962235,Donald Trump,Did not vote,Male,White,45-49,Something else,Conservative,"$250,000 or more",Some college/assoc. degree,No,,,Never,No,,,Omit,Unfavorable,Favorable,Unfavorable,,,,,,,,,,Terrorism,,,,Somewhat disapprove,,Can bring needed change,Yes,Yes,,,,Before that,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,A few times a year or less,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Both,,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Northwest,54880.0
222469.0,Wisconsin,68.0,Call 3,Complete,Election day exit poll,0.942275702953339,Donald Trump,Did not vote,Male,White,40-44,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,A few times a year,No,,,Treats blacks unfairly,Unfavorable,Favorable,Favorable,,,,,,,,,,Immigration,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,Yes,A few times a year or less,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,Midwest,Version 1,Milwaukee County,53219.0
221770.0,Wisconsin,6.0,Call 3,Complete,Election day exit poll,0.529738545417786,Donald Trump,Did not vote,Male,White,65 or over,Something else,Moderate,,High school or less,No,,Would not have voted,,,,I strongly favor my candidate,,,,,,Angry,,,,Omit,No,,,Terrorism,,,Not so good,,Continue Barack Obama's policies,Can bring needed change,,,,Yes,No,,,,No,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast,54303.0
221705.0,Wisconsin,6.0,Call 3,Complete,Election day exit poll,0.40574899315834,Donald Trump,Did not vote,Female,White,50-59,Democrat,Liberal,,College graduate,No,No,,,,Not at all,,,,,,About the same,,Hillary Clinton,Hillary Clinton,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,Worse than life today,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,Not much or not at all,,,,,,Liberal Democrats,Liberal Democrats,,,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 3,Northeast,54303.0
221448.0,Wisconsin,47.0,Call 3,Complete,Election day exit poll,0.584226369857788,Donald Trump,Did not vote,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,A few times a year,Yes,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,,,,Terrorism,,,,Strongly approve,,Can bring needed change,Yes,Yes,,,,Before that,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,No,A few times a year or less,,Only Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Both,,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Northwest,54644.0
220686.0,Wisconsin,35.0,Call 3,Complete,Election day exit poll,0.706248104572296,Donald Trump,Did not vote,Female,White,60-64,Independent,Conservative,,High school or less,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Immigration,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,Yes,No,,,,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 2,Southeast,54937.0
203145.0,Wisconsin,100.0,Call 2,Complete,Election day exit poll,0.64104437828064,Donald Trump,Did not vote,Male,Black,50-59,Republican,Moderate,,High school or less,No,No,,,,Some,,,,,,Worse today,,Hillary Clinton,Hillary Clinton,Went too far,,,Help the country,Offered a chance to apply for legal status,,About the same,About the same,,,,,,,No group is favored,,,,Takes away U.S. jobs,A lot,,Black men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Republican,Black non-Democrat,All Republicans,Republican men,Republican Men,All others,Black,Black,Non-white,Black,Other,,,A lot or some,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast,53027.0
224490.0,Wisconsin,54.0,Call 3,Complete,Election day exit poll,0.6129469871521,Gary Johnson,Did not vote,Female,White,,Something else,,"$100,000-$199,999",,,,,,,,,,Omit,Omit,,,,,,,,,,,Omit,,,,Somewhat disapprove,,Has the right experience,,,,,,In September,,,,White women,,,,,,,,,,,,,,,,,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,,,Omit,,,,Disapprove,,,,,,Before that,Before that,,National questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Northwest,54476.0
222542.0,Wisconsin,68.0,Call 3,Complete,Election day exit poll,0.715146899223328,Gary Johnson,Did not vote,Female,White,25-29,Republican,Moderate,"$50,000-$99,999",College graduate,No,,,A few times a year,No,,,Treats all people fairly,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,The economy,,,,Somewhat disapprove,,Has good judgment,No,No,,,,Before that,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,No,A few times a year or less,,Neither,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,Midwest,Version 1,Milwaukee County,53219.0
