ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH16,SENOH16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CHILD12,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVKASICH,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PARENTS,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELIGN10,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
174840.0,Ohio,25.0,Call 1,Complete,Election day exit poll,0.906163811683655,Donald Trump,,Male,White,40-44,Republican,Conservative,,Postgraduate study,No,No,,Donald Trump,,,,,,,Better today,"Yes, for Donald Trump",,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Not a mormon,,,,,,All others,No,White Protestant non-evangelical,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 3,Ohio Valley + West,45245.0
192310.0,Ohio,65.0,Call 2,Complete,Election day exit poll,0.507212817668915,Donald Trump,,Female,,50-59,Something else,Conservative,,Some college/assoc. degree,No,Yes,Yes,Donald Trump,,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omit,,,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,,,,No college degree,More than High school graduate,,,,,,,Independent/Something else,,,Independent women,,,,,,,,A lot or some,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,,Not a mormon,,,,,Omit,All others,,,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 5,Cinc/Dayton Area,45385.0
193342.0,Ohio,57.0,Call 2,Complete,Election day exit poll,1.17025899887085,Donald Trump,,Female,White,30-39,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,,Yes,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Omit,,,,,,In the last few days,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Neither,,,,,,Disapprove,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,In the last month,In the last week,,,,,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,Columbus Area,43125.0
175936.0,Ohio,90.0,Call 1,Complete,Election day exit poll,0.93644779920578,Donald Trump,,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,A lot,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Immigration,,,,Strongly approve,,Cares about people like me,Yes,Yes,,,,Before that,,Not at all,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,Yes,A lot or some,Only Donald Trump,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Both,,,,,,,,Before that,Before that,Not much or not at all,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Cleveland Area,44039.0
175912.0,Ohio,42.0,Call 1,Complete,Election day exit poll,1.00960779190063,Donald Trump,,Male,White,50-59,Something else,Conservative,"$100,000-$199,999",College graduate,No,,,,,A lot,,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,,Immigration,,,,Somewhat disapprove,,Has good judgment,Yes,Yes,,,,Before that,,A lot,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,A lot or some,Neither,,,,,,Disapprove,,Moderate/Liberal Republicans,Conservative Independents,Both,,,,,,,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 1,Cleveland Area,44145.0
108023.0,Ohio,,,Complete,Telephone survey,1.49352037906647,Donald Trump,,Male,,45-49,Something else,,,High school or less,,,Yes,,Yes,,I dislike the other candidates,,,,,,Angry,,,Omit,No,Yes,,,Omit,Worse today,,Poor,,,Cares about people like me,,,,No,Yes,,,,No,,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,,,,No college degree,High school graduate or less,,,,,,,Independent/Something else,,,Independent men,,,,,,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Men with children,,,,,,,,,,Only Donald Trump,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,Midwest,Version 2,Ohio Valley + West,45804.0
107917.0,Ohio,,,Complete,Telephone survey,0.295413911342621,Donald Trump,,Male,Other,45-49,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Not at all,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly disapprove,,Has good judgment,No,Yes,,,,Before that,,Not much,,All other races,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,American Indian,Other,Non-white,American Indian,Other,No,Not much or not at all,Only Donald Trump,,,,,,Disapprove,,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,,,,,,,,Before that,Before that,Not much or not at all,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Cinc/Dayton Area,45039.0
211920.0,Ohio,106.0,Call 3,Complete,Election day exit poll,0.647201120853424,Donald Trump,,Female,White,45-49,Independent,Moderate,,Some college/assoc. degree,No,,No,,No,,I strongly favor my candidate,,,,,,Angry,,,Did not go far enough,No,No,,,The economy,Worse today,,Poor,,,Can bring needed change,,,,No,No,,,,No,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women without children,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 2,North,44442.0
174963.0,Ohio,31.0,Call 1,Complete,Election day exit poll,1.64359414577484,Donald Trump,,Female,White,30-39,Independent,Moderate,,Postgraduate study,No,,,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,No,,,The economy,,,Good,,,Can bring needed change,,,,Yes,Yes,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,Both,,,,,,,National questionnaire,Suburbs,Suburbs,14.0,Midwest,Version 2,Cleveland Area,44141.0
174772.0,Ohio,103.0,Call 1,Complete,Election day exit poll,0.616812825202942,Donald Trump,,Male,White,50-59,Republican,Conservative,,High school or less,,,,,,A lot,,Unfavorable,Favorable,Omit,,,,,,,,,,,Omit,,,,Somewhat disapprove,,Omit,No,Yes,,,,In the last few days,,Some,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A lot or some,Only Donald Trump,,,,,,Disapprove,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,,,,In the last month,In the last week,A lot or some,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,North,44512.0
174689.0,Ohio,25.0,Call 1,Complete,Election day exit poll,1.07269167900085,Donald Trump,,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,A lot,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,Not at all,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,,,,,,Disapprove,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,,,,Before that,Before that,Not much or not at all,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,Ohio Valley + West,45245.0
108047.0,Ohio,,,Complete,Telephone survey,0.157948568463326,Donald Trump,,Female,,,Independent,Moderate,,,,,,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,Omit,No,Omit,,,Omit,Omit,,Poor,,,Can bring needed change,,,,No,No,,,,No,,,,,,,,,,,,,,,,,,,,,,Independent/Something else,,,Independent women,,,,,,,,,,,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,Columbus Area,43017.0
214655.0,Ohio,141.0,Call 3,Complete,Election day exit poll,0.6129110455513,Donald Trump,,Female,White,60-64,Something else,Moderate,,College graduate,No,,Yes,,No,,I dislike the other candidates,,,,,,Angry,,,Went too far,No,Yes,,,Immigration,Worse today,,Not so good,,,Can bring needed change,,,,No,Omit,,,,No,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Women without children,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,Omit,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",11.0,Midwest,Version 2,North,44333.0
213889.0,Ohio,73.0,Call 3,Complete,Election day exit poll,0.609470009803772,Donald Trump,,Female,White,18-24,,Moderate,,High school or less,No,,Yes,,No,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,Was about right,Yes,Yes,,,The economy,About the same,,Good,,,Can bring needed change,,,,Yes,Yes,,,,Yes,White women,Married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Both,Excellent or good,,Women without children,,,,,,,,,,Both,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,Cinc/Dayton Area,45211.0
212469.0,Ohio,48.0,Call 3,Complete,Election day exit poll,0.852900624275208,Donald Trump,,Female,White,30-39,Republican,Moderate,,High school or less,No,,Yes,,Yes,,I like my candidate but with reservations,,,,,,Angry,,,Went too far,No,No,,,Immigration,About the same,,Not so good,,,Can bring needed change,,,,No,Yes,,,,Yes,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women with children,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,Only Donald Trump,,,,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 2,Columbus Area,43102.0
108121.0,Ohio,,,Complete,Telephone survey,4.61113357543945,Donald Trump,,Female,White,30-39,Republican,Moderate,,College graduate,No,,Yes,,Yes,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,Went too far,No,Yes,,,The economy,About the same,,Not so good,,,Can bring needed change,,,,Yes,Yes,,,,No,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Women with children,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,Both,,,,,,,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 2,Cleveland Area,44145.0
194179.0,Ohio,38.0,Call 2,Complete,Election day exit poll,1.2896763086319,Donald Trump,,Female,White,65 or over,Democrat,Liberal,,Postgraduate study,No,,Yes,,No,,I dislike the other candidates,,,,,,Angry,,,Went too far,No,Omit,,,Immigration,Worse today,,Poor,,,Can bring needed change,,,,No,Omit,,,,Yes,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,Women without children,Liberal Democrats,Liberal Democrats,,,,,,,,Omit,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,Midwest,Version 2,Cleveland Area,44124.0
192891.0,Ohio,42.0,Call 2,Complete,Election day exit poll,0.843513250350952,Gary Johnson,,Female,Hispanic/Latino,18-24,Democrat,Moderate,,Some college/assoc. degree,Yes,Yes,,Would not have voted,,,,,,,Worse today,"No, not contacted by either",,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,,About the same,,,Continue Barack Obama's policies,,,,Whites are favored over minorities,,,,Creates more U.S. jobs,,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,,Not a mormon,,,,,,All others,No,,State questionnaire,Suburbs,Suburbs,16.0,Midwest,Version 3,Cleveland Area,44145.0
211418.0,Ohio,73.0,Call 3,Complete,Election day exit poll,0.467207998037338,Gary Johnson,,Male,White,25-29,Independent,Conservative,,Some college/assoc. degree,No,No,,Donald Trump,,,,,,,Worse today,"No, not contacted by either",,Omit,Omit,,,,Hurt the country,Deported to the country they came from,,,About the same,,,Change to more conservative policies,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,Catholic,Not a mormon,,,,,,All others,No,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,Cinc/Dayton Area,45211.0
176097.0,Ohio,132.0,Call 1,Complete,Election day exit poll,0.448979556560516,Gary Johnson,,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,No,,Hillary Clinton,,,,,,,Better today,"No, not contacted by either",,Omit,Hillary Clinton,,,,Omit,Offered a chance to apply for legal status,,,Omit,,,Omit,,,,Whites are favored over minorities,,,,Creates more U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,,,All others,No,White Protestant non-evangelical,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,Ohio Valley + West,45365.0
175318.0,Ohio,85.0,Call 1,Complete,Election day exit poll,0.487576961517334,Gary Johnson,,Female,White,25-29,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,A lot,,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,No,No,,,,Before that,,A lot,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,A lot or some,Neither,,,,,,Disapprove,,Moderate/Liberal Republicans,Moderate Independents,Neither,,,,,,,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,12.0,Midwest,Version 1,Columbus Area,43055.0
213084.0,Ohio,73.0,Call 3,Complete,Election day exit poll,0.467207998037338,Gary Johnson,,Female,Black,25-29,Something else,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,A lot,,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Somewhat approve,,Cares about people like me,No,No,,,,Before that,,A lot,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,A lot or some,Neither,,,,,,Approve,,Moderate/Liberal Republicans,Liberal Independents,Neither,,,,,,,,Before that,Before that,A lot or some,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,Cinc/Dayton Area,45211.0
