ID,WEIGHT,PRSWI24,SENWI24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,EVERS24,EXTREMEHARRIS,EXTREMEPRES24,EXTREMETRUMP,FAIRELECTION,FAIRELECTION2,FAVHARRIS,FAVPRES24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLECRIME24,HANDLECRISIS24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,UNIONHH12,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG,ZIPCODE
48191.0,2.066036367,Donald Trump,Tammy Baldwin,Legal,Legal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,8.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,Urban women,4.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,6.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54313.0
20905.0,4.235589545,Donald Trump,Tammy Baldwin,Illegal,Illegal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,1.0,,,,Absentee or early in-person,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,Urban women,5.0,Donald Trump,Donald Trump,,Yes,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Other,Telephone survey,,,,,,,Version 2,Donald Trump,Early in-person,,53548.0
46323.0,0.808310394,Kamala Harris,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,Call 3,6.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Suburban men,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,10.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,53901.0
38287.0,2.757372384,Kamala Harris,Eric Hovde,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,Call 2,2.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Suburban men,3.0,Donald Trump,Donald Trump,,No,Good,Excellent or good,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,21.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,,,,Version 2,Joe Biden,Election day,,53593.0
20919.0,0.045624382,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,,Women 45-64,,,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,7.0,,,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,,,,,,,,Rural women,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,,,Independent women,Independent,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,,National questionnaire,,,,,Midwest,Female,,Rural,Small Cities/Rural,Wisconsin,Other,Telephone survey,,,,,,,Version 2,Donald Trump,Early in-person,,54452.0
28897.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Rural women,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,88.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Other,Election day,,54025.0
29250.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,88.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
29515.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,88.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
29568.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,30-44,30-59,18-34,30-34,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,88.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
29910.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,88.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
37590.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,88.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
38269.0,0.537483793,Donald Trump,Eric Hovde,Legal,Legal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Rural women,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,88.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
38465.0,0.537483793,Donald Trump,Eric Hovde,Legal,Legal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,88.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,,54025.0
38730.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,Latino 18-29,Latino 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,Yes,Poor,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,88.0,Independent/Something else,Conservative Republicans,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,Midwest,Male,Latino men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,,54025.0
38841.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 2,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Rural men,5.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,88.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
46786.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Rural women,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,88.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,,54025.0
46879.0,0.537483793,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Rural women,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,88.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54025.0
40721.0,0.560339495,Donald Trump,Eric Hovde,Illegal,Illegal in all cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Men 18-29,White 18-29,White 18-29,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 3,4.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Urban men,1.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,53.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,"Cities over 500,000","Cities over 50,000",Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,,53218.0
29857.0,0.757305424,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Call 1,7.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,Rural men,6.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,92.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Rural,Small Cities/Rural,Wisconsin,Other,Election day exit poll,,,,,,,Version 2,Donald Trump,Election day,,54843.0
20885.0,0.814061073,Donald Trump,Eric Hovde,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,5.0,,,,Absentee or early in-person,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,Suburban women,2.0,Donald Trump,Donald Trump,,No,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,White suburban women,Telephone survey,,,,,,,Version 2,Donald Trump,Early in-person,,53072.0
29184.0,0.818854829,Donald Trump,Eric Hovde,Legal,Legal in most cases,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,Call 1,6.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,Suburban men,5.0,Donald Trump,Donald Trump,,No,Not so good,Not so good or poor,No,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,10.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,Non-black,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,White suburban men,Election day exit poll,,,,,,,Version 2,Did not vote,Election day,,53901.0
