ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNV06,GOVNV06,QUES6NV,QUES7NV,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,SAFER06,MOVETONV,REIDJOB,REIDJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
5119.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.30455607175827,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Male,White,40-44,Independent,Conservative,$50k-$75k,Postgraduate study,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I was born in Nevada,Somewhat disapprove,Disapprove,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,89015.0
5120.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.63290977478027,Jack Carter (Dem),Dina Titus (Dem),Yes,,Female,Other,25-29,Independent,Moderate,$50k-$75k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Less safe from terrorism,I was born in Nevada,Somewhat disapprove,Disapprove,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Other,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale,89110.0
5121.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.353196829557419,Jack Carter (Dem),Jim Gibbons (Rep),Yes,No,Female,White,75 or over,Republican,Moderate,$15k-$30k,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale,89134.0
5122.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.48684370517731,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,60-64,Something else,Conservative,,Postgraduate study,No one does,No,Somewhat approve,No answer,Somewhat important,Extremely important,Extremely important,Extremely important,No Answer,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,,,College graduate,At least some college,Approve,No answer,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale,89121.0
5123.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.454270333051682,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,White,50-59,Independent,Conservative,$50k-$75k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Very downscale,89101.0
5124.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.389761120080948,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Male,White,75 or over,Independent,Liberal,,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,No answer,No answer,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale,89123.0
5125.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.369463354349136,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,65-74,Republican,Conservative,$100k-$150k,High school graduate,"Yes, I do",No,Somewhat approve,Strongly approve,Extremely important,Extremely important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale,89108.0
5126.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.556599199771881,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,45-49,Independent,Liberal,Under $15k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Suburb,Urban,Urban Core,Very upscale,89123.0
5127.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.25071319937706,None of these candidates,None of these candidates,Yes,Yes,Male,Black,40-44,Something else,Liberal,Under $15k,College graduate,No one does,No,Strongly disapprove,No answer,Somewhat important,Somewhat important,Not at all important,Extremely important,No Answer,I was born in Nevada,Strongly approve,Approve,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,No answer,No,No,No (no union member in household),Black,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,89015.0
5128.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.447014987468719,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,65-74,Democratic,Moderate,$75k-$100k,College graduate,No one does,No,Somewhat disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very downscale,89109.0
5129.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.271809220314026,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Male,White,65-74,Democratic,Conservative,$50k-$75k,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale,89121.0
5130.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.674597799777985,John Ensign (Rep),Dina Titus (Dem),No,No,Male,White,60-64,Republican,Conservative,,Some college or associate degree,No one does,No,Somewhat approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale,89134.0
5131.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.738089680671692,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,65-74,Republican,Conservative,,Some college or associate degree,No one does,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Very upscale,89511.0
5132.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.943099439144135,,,No,Yes,Male,White,75 or over,Democratic,Moderate,,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,No answer,Extremely important,No Answer,I moved to Nevada more than 10 years ago,No Answer,No Answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale,89129.0
5133.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.829409241676331,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,60-64,Democratic,Moderate,$30k-$50k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very upscale,89448.0
5134.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.57349371910095,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,Hispanic/Latino,30-39,Something else,Conservative,$50k-$75k,College graduate,No one does,Yes,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale,89119.0
5135.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.447014987468719,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,65-74,Democratic,Moderate,,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,89005.0
5136.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.74227809906006,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Male,White,60-64,Republican,Conservative,$30k-$50k,Some college or associate degree,"Yes, I do",No,Somewhat approve,Somewhat approve,Somewhat important,Not at all important,Somewhat important,Somewhat important,No Answer,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,Yes,Yes,I am (voter is member),White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,Urban,Urban Core,Upscale,89121.0
5137.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.17483854293823,John Ensign (Rep),Dina Titus (Dem),Yes,Yes,Male,White,50-59,Independent,Moderate,$75k-$100k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale,89134.0
5138.0,Nevada,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.5764524936676,Jack Carter (Dem),,Yes,,Female,White,,Republican,Conservative,,College graduate,No one does,No,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White female,White female,,,,,Republican,,,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Downscale,89107.0
