ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
8708.0,Missouri,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06090331077576,Claire McCaskill (Dem),Yes,Yes,Female,Black,40-44,Democratic,Liberal,$30k-$50k,Other Christian,A few time a year,No,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,63121.0
8718.0,Missouri,92.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3180091381073,Claire McCaskill (Dem),No,Yes,Male,Black,60-64,Independent,Conservative,$50k-$75k,None,A few time a year,No,Some college or associate degree,"Yes, I do and someone else does",Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,Black,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63376.0
8731.0,Missouri,135.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.402531385421753,Claire McCaskill (Dem),No,Yes,Female,Black,40-44,Democratic,Liberal,$15k-$30k,Jewish,More than once a week,Yes,Some college or associate degree,"Yes, someone else does",No,Yes,Somewhat approve,Maintain the same number of troops,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express support for George W Bush,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Jewish,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Yes,No,"Else in HH (member in household, but not voter",All others,Women with children,All others,Other women,Women with children,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,Suburb,Urban,Urban Core,Very downscale,63107.0
8734.0,Missouri,106.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.925430178642273,Claire McCaskill (Dem),Yes,Yes,Female,White,50-59,Democratic,Liberal,$30k-$50k,,Never,No,Postgraduate study,"Yes, I do",No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63146.0
8761.0,Missouri,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.925916492938995,Jim Talent (Rep),Yes,Yes,Male,White,50-59,Independent,Conservative,$75k-$100k,Protestant,Never,No,College graduate,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Not at all important,Somewhat important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,Suburb,Urban,Urban Core,Downscale,64507.0
8768.0,Missouri,131.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.473970353603363,Claire McCaskill (Dem),No,Yes,Male,Black,65-74,Democratic,Moderate,,Other Christian,More than once a week,No,Some college or associate degree,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Urban Perimeter,Upscale,63138.0
8777.0,Missouri,135.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.361874848604202,Claire McCaskill (Dem),Yes,Yes,Male,Black,40-44,Democratic,Moderate,$100k-$150k,Protestant,A few time a year,No,Postgraduate study,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,Suburb,Urban,Urban Core,Very downscale,63107.0
8782.0,Missouri,25.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11912488937378,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Democratic,Moderate,$30k-$50k,Other Christian,More than once a week,Yes,,,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,65720.0
8797.0,Missouri,127.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06090331077576,Claire McCaskill (Dem),Yes,Yes,Female,Black,40-44,Democratic,Liberal,$100k-$150k,Other Christian,More than once a week,Yes,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,63121.0
8800.0,Missouri,119.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.925430178642273,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,,,,,,,,No one does,No,Yes,Strongly disapprove,,,,,,,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),All others,Women with children,All others,Other women,Women with children,Single women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63031.0
8814.0,Missouri,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.995733141899109,Claire McCaskill (Dem),Yes,Yes,Male,White,60-64,Republican,Conservative,$200k or more,None,Never,,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,Suburb,Urban,Urban Core,Downscale,64507.0
8820.0,Missouri,92.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.17021191120148,Jim Talent (Rep),No,No,Male,White,45-49,Republican,Conservative,$200k or more,Protestant,A few time a year,No,Some college or associate degree,No one does,Yes,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63376.0
8825.0,Missouri,106.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03275299072266,Jim Talent (Rep),Yes,Yes,Male,White,45-49,Republican,Conservative,$75k-$100k,Catholic,Once a week,,Some college or associate degree,,Yes,No,Somewhat disapprove,Maintain the same number of troops,Somewhat disapprove,Not at all important,No answer,Somewhat important,No answer,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,,,,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,63146.0
8832.0,Missouri,26.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12710738182068,Jim Talent (Rep),No,Yes,Female,White,40-44,Republican,Moderate,$75k-$100k,Protestant,More than once a week,Yes,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Suburb,80s Suburbs,Urban Perimeter,Upscale,65714.0
