ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENVA06,VADEFMAR06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPTAXESS,IMPVALUES,ALLENPRS,RESPALLN,RESPWEBB,VETVOTER,VOTE2004,FORBUSHS,IMMDEPORT,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
8848.0, Virginia,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.916071236133575,Jim Webb (Dem),Yes,Male,White,40-44,Democratic,Liberal,$15k-$30k,None,A few time a year,No,High school graduate,Strongly disapprove,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Approve,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale,24226.0
8853.0, Virginia,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09033668041229,George Allen (Rep),Yes,Male,White,75 or over,Independent,Conservative,,Protestant,More than once a week,Yes,High school graduate,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Yes,Yes,No,Yes,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale,24202.0
8866.0, Virginia,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22900712490082,Jim Webb (Dem),No,Female,Black,50-59,Democratic,Moderate,$200k or more,Catholic,More than once a week,No,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,Non-White,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0
8895.0, Virginia,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.97297739982605,George Allen (Rep),Yes,Female,White,40-44,Republican,Moderate,$100k-$150k,Other Christian,A few time a year,No,High school graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale,22603.0
8897.0, Virginia,18.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07012736797333,Jim Webb (Dem),No,Male,White,65-74,Independent,Liberal,$100k-$150k,Jewish,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20120.0
8900.0, Virginia,80.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.925384044647217,Jim Webb (Dem),Yes,Female,Black,45-49,,,,,,,,Somewhat disapprove,,,,,,,,No,No Answer,No Answer,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,40-49,18-64,30-59,,,,,,,,,,,,Disapprove,,,Black,"Cities 50,000-500,000","Cities over 50,000",3.0,Unoppsed Democratic,Southeast,High Density Urban,Urban,Urban Core,Very downscale,23510.0
8911.0, Virginia,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01887035369873,Jim Webb (Dem),No,Female,White,65-74,Independent,Moderate,,None,Never,No,High school graduate,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Somewhat important,No,No Answer,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,9.0,Strong Democratic,West/Shenandoah,Suburb,70s Suburbs,Urban Perimeter,Upscale,24019.0
8915.0, Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21612823009491,George Allen (Rep),Yes,Male,White,60-64,Republican,Conservative,$100k-$150k,Protestant,Once a week,No,Postgraduate study,Strongly disapprove,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Not at all important,Very important,Extremely important,No,No,No,Yes,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale,23225.0
8918.0, Virginia,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.601518034935,George Allen (Rep),Yes,Male,White,30-39,Independent,Conservative,$30k-$50k,,More than once a week,Yes,College graduate,Somewhat approve,Withdraw some troops,Somewhat approve,Not at all important,Somewhat important,Extremely important,Extremely important,Extremely important,No,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,,White Evangelical Born Again Christians,Weekly,All others,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale,24226.0
8935.0, Virginia,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11609864234924,Jim Webb (Dem),No,Male,White,50-59,Democratic,Liberal,$75k-$100k,Something else,A few times a month,No,College graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Unopposed Republican,East/Richmond,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23831.0
8941.0, Virginia,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.822388470172882,Jim Webb (Dem),No,Male,White,50-59,Something else,Moderate,$100k-$150k,None,Never,No,Some college or associate degree,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Very downscale,22427.0
8967.0, Virginia,16.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26333582401276,George Allen (Rep),No,Female,White,45-49,Republican,Moderate,$200k or more,Catholic,A few time a year,No,Postgraduate study,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important,No,Yes,Yes,No,George W. Bush (Rep),To express support for George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22066.0
8994.0, Virginia,9.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.852293491363525,Jim Webb (Dem),No,Male,White,50-59,Independent,Liberal,$100k-$150k,Catholic,A few time a year,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale,23225.0
8997.0, Virginia,13.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.946126282215118,Jim Webb (Dem),Yes,Female,White,50-59,Democratic,Liberal,$75k-$100k,Other Christian,A few time a year,No,High school graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Extremely important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale,24226.0
8998.0, Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.925384044647217,Jim Webb (Dem),Yes,Female,Black,45-49,Democratic,Liberal,$50k-$75k,Other Christian,More than once a week,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Very important,Extremely important,No,No Answer,No Answer,No,John Kerry (Dem),George W Bush was not a factor,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",3.0,Unoppsed Democratic,Southeast,High Density Urban,Urban,Urban Core,Very downscale,23510.0
