ID,WEIGHT,IADPRS20,BACKSIDE,CALL,CDNUM,DEMVOTE2016C,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,IAPARTYID,ISSDEM20CAU,LATINO,PARTY,PARTYGENDER,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEM,QRACE4,QTYPE,RACE2B,RACEIA,REGION,SANDVOTE20162020,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEIA20,TIMEPRIFEWDAYS,TIMEPRIYEAR,TWITTER,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
27716.0,1.0265828371048,Amy Klobuchar,Complete,Call 1,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,83.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,52302.0
27717.0,0.509313523769379,Amy Klobuchar,Complete,Call 1,4.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Democrat,Foreign policy,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,2.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,50076.0
27718.0,1.0265828371048,Amy Klobuchar,Complete,Call 1,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,52302.0
27719.0,0.392726004123688,Joe Biden,Complete,Call 1,2.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,,2.0,Democrat,Health care,No,Democrat,,Somewhat liberal,Liberal,Liberal,64.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,,,Support,Suburbs,Suburbs, Iowa,,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,52241.0
27720.0,0.447321981191635,Joe Biden,Complete,Call 1,4.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,4.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,50076.0
27721.0,0.589085340499878,Pete Buttigieg,Complete,Call 1,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,135.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,52748.0
27722.0,0.707020998001099,Elizabeth Warren,Complete,Call 1,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Income inequality,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,52302.0
27723.0,0.428445994853973,Amy Klobuchar,Complete,Call 1,2.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,64.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,52241.0
27724.0,0.826214849948883,Elizabeth Warren,Complete,Call 1,2.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,135.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,52748.0
27725.0,0.449392259120941,Elizabeth Warren,Complete,Call 1,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Independent,Health care,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,50076.0
27726.0,0.826214849948883,Elizabeth Warren,Complete,Call 1,2.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,135.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,52748.0
27727.0,0.509313523769379,Amy Klobuchar,Complete,Call 1,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Independent,Foreign policy,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,2.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,50076.0
27728.0,0.440522134304047,Pete Buttigieg,Complete,Call 1,2.0,Neither of these candidates,,,,,,2.0,Democrat,Climate change,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,64.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,52241.0
27729.0,0.889126181602478,Elizabeth Warren,Complete,Call 1,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,135.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,52748.0
27730.0,1.04837512969971,Elizabeth Warren,Complete,Call 1,4.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,4.0,Democrat,Income inequality,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,13.0,"No, this is my first caucus",Other,State questionnaire,Non-white,Other,Midwest,Supported Clinton in 2016,Female,All other races,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,50036.0
27731.0,0.883900761604309,Andrew Yang,Complete,Call 1,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Independent,Climate change,No,Independent/Something else,Independent men,Somewhat liberal,Liberal,Liberal,83.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,52302.0
27732.0,0.16777515411377,Uncommitted,Complete,Call 1,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,15.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,50676.0
27733.0,1.43207585811615,Pete Buttigieg,Complete,Call 1,4.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,13.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,50036.0
27734.0,0.889126181602478,Elizabeth Warren,Complete,Call 1,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,135.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,52748.0
27735.0,1.50269842147827,Joe Biden,Complete,Call 1,2.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Democrat,Foreign policy,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,66.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,,,,,,,,52246.0
27736.0,0.446118801832199,Pete Buttigieg,Complete,Call 1,2.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Democrat,Foreign policy,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,64.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,52241.0
27737.0,0.489754855632782,Elizabeth Warren,Complete,Call 1,4.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,2.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,50076.0
27738.0,0.549048483371735,Joe Biden,Complete,Call 2,1.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,1.0,Democrat,Foreign policy,,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,45.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,52002.0
27739.0,0.173971548676491,Uncommitted,Complete,Call 1,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,83.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Just today,Last few days,Since January 1st,Yes,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,52302.0
27740.0,1.43207585811615,Pete Buttigieg,Complete,Call 1,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,13.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,50036.0
