ID,WEIGHT,NHDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISS4,AGEISSA,AGEISSB,ATTEND20,ATTEND20B,BACKSIDE,BIDENLIB,BREAK12PRI,BREAKFACT,BREAKIMP,BUTTIGIEGLIB,CALL,CDNUM,DEMVOTE2016,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FREECOLLEGE,GEOCODE,GETAHEAD,GUNOWNER12,GUNPLCY20DEM,IMPEACH20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSDEM20,LATINO,LGBT,NEGATIVEDEM20,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REGNHDEM,SANDERSLIB,SANDVOTE20162020,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMENH20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,TWITTER,UNIONHH12,VERSION,VETVOTER,VOTE2016B,VOTENOV20,WARRENLIBPRIM,WHNCLINC,WINORISS20,WOMENCAND,ZIPCODE
117537.0,0.74487841129303,Elizabeth Warren,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,,Never,Never,Complete,Not liberal enough,,,,Not liberal enough,Call 3,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,1.0,,,,Hurt Trump's chances,,,,,,,,No,Yes,,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,70.0,No,,White,White,State questionnaire,White,White,White,East,Not registerd,About right,,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,Angry,,,Version 3,,,Yes,About right,,,,3820.0
117536.0,0.892949819564819,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A minor factor,Not an important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 3,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,4.0,,,,,,,,,,,Health care,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,66.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Clinton in 2016,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,No difference,3038.0
117532.0,1.29332709312439,Pete Buttigieg,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,Never,Never,Complete,About right,,,,About right,Call 3,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,4.0,,,,Made no difference,,,,,,,,No,No,,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,66.0,No,,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,Too liberal,,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,Angry,,,Version 3,,,No,Too liberal,,,,3038.0
117528.0,0.820411264896393,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,Occasionally,Once a week or more or Occasionally,Complete,Not liberal enough,,,,About right,Call 3,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,,,Made no difference,,,,,,,,No,No,,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,70.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,Too liberal,,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,Angry,,,Version 3,,,Yes,Too liberal,,,,3820.0
117527.0,0.885652840137482,Pete Buttigieg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A minor factor,Not an important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 3,1.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,4.0,,,,,,,,,,,Climate change,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,66.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,Harder to beat Trump,3038.0
117523.0,0.664049506187439,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,,,Complete,,,,,,Call 3,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Support,4.0,Holding steady financially,No,Yes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Climate change,No,,Bernie Sanders,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,66.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Oppose,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,,,No,Version 2,,,,,No,Can beat Donald Trump,,3038.0
117521.0,1.53594565391541,Tulsi Gabbard,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,Not complete,,Not a factor at all,Not a factor,Not important,,Call 3,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,1.0,,,,,,,,,,,,No,,,,45+,18-64,,,,,,,,,,70.0,Yes,,White,White,State questionnaire,White,White,White,East,,,,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,,,,Version 1,,,,,,,,3820.0
117519.0,0.710302710533142,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,,,,Complete,,,,,,Call 3,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Support,4.0,Holding steady financially,No,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Income inequality,No,,Pete Buttigieg,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,66.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,,,,Female,Black women,Oppose,Suburbs,Suburbs,New Hampshire,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,,Yes,Version 2,,,,,No,Can beat Donald Trump,,3038.0
117517.0,0.591726064682007,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,,,,Complete,,,,,,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Support,5.0,Getting ahead financially,Yes,Yes,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,,Amy Klobuchar,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,279.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,In the last few days,Last few days,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,,3872.0
117515.0,1.0,,65+,60+,65 or over,45+,50+,60+,65+,,,,,,,Occasionally,Once a week or more or Occasionally,Complete,Omit,,,,Omit,Call 3,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,,,,1.0,,,,Hurt Trump's chances,,,,,,,,,No,,Change to more conservative policies,45+,65+,Democrat,,,,Democrat,,Moderate,Moderate or Conservative,Moderate,70.0,Yes,,,,State questionnaire,,,,East,,Omit,,,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,Omit,,,Version 3,,,Omit,Omit,,,,3820.0
117513.0,0.648003458976746,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,Complete,,,,,,Call 3,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Support,4.0,Holding steady financially,No,Yes,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,,Elizabeth Warren,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,66.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Oppose,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Just today,Last few days,In the last month,,,Yes,Version 2,,,,,No,Can beat Donald Trump,,3038.0
117510.0,0.813768684864044,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not a factor at all,Not an important factor,Not a factor,,,Complete,,A minor factor,A factor,Not important,,Call 3,1.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,5.0,,,,,,,,,,,Climate change,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,279.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as a Democrat,,Supported Sanders in 2016 and 2020,Male,White men,,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,Harder to beat Trump,3872.0
117507.0,0.727945685386658,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,,Occasionally,Once a week or more or Occasionally,Complete,Too liberal,,,,Too liberal,Call 3,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,4.0,,,,Helped Trump's chances,,,,,,,,No,No,,Change to more conservative policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,66.0,Yes,,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,Too liberal,,Male,White men,,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,,,,"Satisfied, but not enthusiastic",,,Version 3,,,No,Too liberal,,,,3038.0
117504.0,0.716669499874115,Andrew Yang,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,,,Complete,,,,,,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Support,4.0,Falling behind financially,No,Yes,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,,Elizabeth Warren,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,66.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,In the last few days,Last few days,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,,3038.0
117503.0,0.724036157131195,Amy Klobuchar,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,One of several important factors,An important factor,A factor,,,Complete,,A minor factor,A factor,Not important,,Call 3,1.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,1.0,,,,,,,,,,,Health care,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,237.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Registered as Undeclared/Independent,,Supported Clinton in 2016,Female,White women,,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,,,,,No,,Version 1,No,Hillary Clinton,,,,,Harder to beat Trump,3867.0
117502.0,0.903250455856323,Andrew Yang,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,,,,Complete,,,,,,Call 3,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Support,5.0,Getting ahead financially,,No,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Income inequality,No,,Joe Biden,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,279.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Oppose,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,In the last few days,Last few days,In the last month,,,No,Version 2,,,,,No,Agrees with you on major issues,,3872.0
117499.0,0.804922044277191,Amy Klobuchar,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Oppose,5.0,Holding steady financially,No,No,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,,Elizabeth Warren,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,279.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Oppose,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,,,Yes,Version 2,,,,,No,Agrees with you on major issues,,3872.0
117498.0,0.914425134658813,Andrew Yang,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,,,,Once a week or more,Once a week or more or Occasionally,Complete,Omit,,,,Omit,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,4.0,,,,Made no difference,,,,,,,,Yes,No,,Omit,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,66.0,Yes,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Registered as a Democrat,Omit,,Female,Latino women,,Suburbs,Suburbs,New Hampshire,Other,Election day exit poll,,,,"Dissatisfied, but not angry",,,Version 3,,,Yes,Omit,,,,3038.0
117496.0,1.11103963851929,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,,,,Complete,,,,,,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Support,1.0,Omit,No,Yes,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,,Joe Biden,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,237.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Suburbs,Suburbs,New Hampshire,White suburban women,Election day exit poll,Just today,Last few days,In the last month,,,No,Version 2,,,,,No,Can beat Donald Trump,,3867.0
117493.0,0.835581660270691,Other,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,,,,Complete,,,,,,Call 3,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Oppose,4.0,Getting ahead financially,Yes,No,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Income inequality,No,,Bernie Sanders,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Moderate or Conservative,Conservative,66.0,,,White,White,State questionnaire,White,White,White,East,,,,Male,White men,Oppose,Suburbs,Suburbs,New Hampshire,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,,,Yes,Version 2,,,,,No,Omit,,3038.0
117492.0,0.785471975803375,Amy Klobuchar,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,,,,Complete,,,,,,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Support,5.0,Holding steady financially,No,No,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Income inequality,No,,Elizabeth Warren,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,279.0,,,White,White,State questionnaire,White,White,White,East,,,,Female,White women,Support,Rural,Small Cities/Rural,New Hampshire,Other,Election day exit poll,Just today,Last few days,In the last month,,,Yes,Version 2,,,,,No,Agrees with you on major issues,,3872.0
