ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,NHRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BEATOBAMA,BREAK12PRI,BRNAGAIN,ISSREP12,MARRIED,QLTREP12,RELIGN10,SATGING,SATPAUL,SATROMN,SATSANT,TEAPARTY,TIMENH12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,CONTACT12R,DEBATE12R,DEFICIT12R,ECONWORR,FAVMCCA,GETAHEAD,ISSVQUAL,OBAMANG,PHILFIS5,PHILSOC5,PREVPRI,PRINCIPLES,REGNHREP,UNFAIRREP12,CONTACT12R2,DEBATE12R2,ECOWORR2,PHILFIS2,PHILFIS3,PHILSOC2,PHILSOC3,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
54559.0,New Hampshire,43.0,Call 3,Complete,Election day exit poll,0.804045617580414,Mitt Romney,Male,White,65 or over,65 or over,Very conservative,Independent,,College graduate,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Very conservative,Very conservative,,,,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Very worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3049.0
54529.0,New Hampshire,22.0,Call 2,Complete,Election day exit poll,1.53437066078186,Mitt Romney,Male,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",Postgraduate study,Romney,,No,The economy,No,,,,,,,Strongly support,,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Favorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3038.0
54515.0,New Hampshire,53.0,Call 2,Complete,Election day exit poll,1.6866180896759,Mitt Romney,Female,White,40-44,40-44,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3053.0
54494.0,New Hampshire,114.0,Call 2,Complete,Election day exit poll,0.978213369846344,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",High school or less,Romney,,No,The economy,Yes,,,,,,,Strongly support,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,Support,,,,Yes,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Very worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0
54388.0,New Hampshire,84.0,Call 2,Complete,Election day exit poll,1.06654798984528,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Independent,,Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,No college degree,More than High school graduate,,,,Neutral,,,,,All others,,,,I'd like to see someone else run for the nomination,"Mostly by phone, mail or in person",,,Very worried,Omit,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3857.0
54206.0,New Hampshire,85.0,Call 2,Complete,Election day exit poll,1.06155753135681,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"$50,000-$99,999",College graduate,Romney,,No,The economy,No,,,,,,,Somewhat support,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Very worried,Favorable,,,,,,,,,Perry,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,5.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3862.0
54095.0,New Hampshire,30.0,Call 2,Complete,Election day exit poll,1.10242807865143,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,,Some college/assoc. degree,Romney,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,No college degree,More than High school graduate,,,,Support,,,,,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Somewhat worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,3042.0
53957.0,New Hampshire,29.0,Call 2,Complete,Election day exit poll,1.08006775379181,Mitt Romney,Female,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Unfavorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3824.0
53740.0,New Hampshire,36.0,Call 2,Complete,Election day exit poll,1.09775698184967,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Romney,,Yes,The economy,Yes,,,,,,,Somewhat support,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Very worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Low Density Rural,Rural,Rural,Upscale,3249.0
53716.0,New Hampshire,43.0,Call 2,Complete,Election day exit poll,0.804045617580414,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Favorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3049.0
53442.0,New Hampshire,30.0,Call 1,Complete,Election day exit poll,1.10242807865143,Mitt Romney,Male,White,60-64,60-64,Somewhat conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,3042.0
53338.0,New Hampshire,101.0,Call 1,Complete,Election day exit poll,1.53427982330322,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,Romney,,,Health care,Yes,,,,,,,Neutral,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Neutral,,,,Yes,,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Somewhat worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale,3227.0
53220.0,New Hampshire,40.0,Call 1,Complete,Election day exit poll,1.35457360744476,Mitt Romney,Female,White,30-39,30-39,Somewhat conservative,Independent,"$100,000-$199,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Strongly support,,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Unfavorable,,,,,,,,,Gingrich,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,3842.0
53082.0,New Hampshire,99.0,Call 1,Complete,Election day exit poll,1.17430174350739,Mitt Romney,Female,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Neutral,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Neutral,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Very worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Low Density Rural,Rural,Rural,Downscale,3269.0
55037.0,New Hampshire,14.0,Call 3,Complete,Election day exit poll,0.666891992092133,Rick Santorum,Male,White,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",High school or less,Romney,,Yes,Abortion,Yes,,,,,,,Strongly support,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Very worried,Favorable,,,,,,,,,Huntsman,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale,3743.0
54823.0,New Hampshire,98.0,Call 3,Complete,Election day exit poll,1.28385770320892,Rick Santorum,Female,White,50-59,50-59,Very conservative,Republican,"$200,000 or more",Some college/assoc. degree,Romney,,Yes,Abortion,Yes,,,,,,,Strongly support,,Married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,,Somewhat worried,Favorable,,,,,,,,,Gingrich,Not contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0
53459.0,New Hampshire,14.0,Call 1,Complete,Election day exit poll,0.658544182777405,Rick Santorum,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"$30,000-$49,999",Postgraduate study,Omit,,Yes,Federal budget deficit,Yes,,,,,,,Somewhat support,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,,Somewhat worried,Favorable,,,,,,,,,Romney,Not contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale,3743.0
53292.0,New Hampshire,101.0,Call 1,Complete,Election day exit poll,1.62148559093475,Rick Santorum,Female,White,40-44,40-44,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,Santorum,,Yes,Abortion,No,,,,,,,Somewhat support,,Non married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,Support,,,,Yes,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,,Somewhat worried,Favorable,,,,,,,,,Omit,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Extremely Low Density Rural,Rural,Rural,Upscale,3227.0
52879.0,New Hampshire,43.0,Call 1,Complete,Election day exit poll,0.768065690994263,Rick Santorum,Male,White,45-49,45-49,Somewhat conservative,Independent,"$100,000-$199,999",Postgraduate study,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,Omit,,,Very worried,Favorable,,,,,,,,,Omit,Omit,,Worried,,,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3049.0
55047.0,New Hampshire,113.0,Call 3,Complete,Election day exit poll,0.878827631473541,Other,Male,White,65 or over,65 or over,Somewhat conservative,Independent,"Under $30,000",Postgraduate study,Omit,,No,Federal budget deficit,No,,,,,,,Strongly support,,Non married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by e-mail, online or text message",,,Very worried,Favorable,,,,,,,,,Romney,Contacted,,Worried,,,,,State questionnaire,Rural,Small Cities/Rural,3.0,East,Version 2,Low Density Rural,Rural,Rural,Very downscale,3470.0
53832.0,New Hampshire,37.0,Call 2,Complete,Election day exit poll,0.452068209648132,Michele Bachmann,Male,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Cutting the budget deficit even if that limits job growth,Very worried,Favorable,,,,,,,,,Perry,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale,3045.0
55531.0,New Hampshire,22.0,Call 3,Complete,Election day exit poll,1.50327038764954,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Independent,"$50,000-$99,999",Postgraduate study,Gingrich,,Yes,The economy,Yes,,,,,,,Strongly support,,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,Support,,,,No,White Born-again/Evangelical Christians,,,,I'm satisfied with the Republican candidates,"Mostly by phone, mail or in person",,Cutting the budget deficit even if that limits job growth,Very worried,Favorable,,,,,,,,,Paul,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,4.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3038.0
55462.0,New Hampshire,84.0,Call 3,Complete,Election day exit poll,0.709289848804474,Newt Gingrich,Male,White,40-44,40-44,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,Gingrich,,No,The economy,Yes,,,,,,,Somewhat support,,Married men,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'd like to see someone else run for the nomination,"Mostly by e-mail, online or text message",,Cutting the budget deficit even if that limits job growth,Very worried,Favorable,,,,,,,,,Romney,Contacted,,Worried,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3857.0
55305.0,New Hampshire,76.0,Call 3,Complete,Election day exit poll,0.565666079521179,Newt Gingrich,Male,White,50-59,50-59,Somewhat conservative,Independent,,College graduate,Gingrich,,,Federal budget deficit,,,,,,,,Strongly support,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,,,Support,,,,No,,,,,I'd like to see someone else run for the nomination,I was not contacted at all,,Cutting the budget deficit even if that limits job growth,Very worried,Favorable,,,,,,,,,Omit,Not contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,3062.0
55268.0,New Hampshire,73.0,Call 3,Complete,Election day exit poll,0.600765109062195,Newt Gingrich,Female,White,40-44,40-44,Moderate,Republican,"$100,000-$199,999",College graduate,Romney,,No,The economy,Yes,,,,,,,Somewhat support,,Married women,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,Support,,,,No,All others,,,,I'm satisfied with the Republican candidates,I was not contacted at all,,Cutting the budget deficit even if that limits job growth,Somewhat worried,Favorable,,,,,,,,,Romney,Not contacted,,Worried,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Suburb,Urban,Urban Core,Very upscale,3063.0
