ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,FLRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,CUBAN3,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,GINGCONSRV,ROMNCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,TEAPARTY,TIMESC12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,FORECLOSE12,GINGPERSON,GETAHEAD,IMMPRIME,RECDEBATES12R,ROMNPERSON,UNFAIRREP12FL,QRACE3,RACE,RECDEBFACT,RECDEBIMP,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
103468.0,Florida,50109.0,Telephone Survey,Complete,Telephone survey,1.00077331066132,Mitt Romney,Female,White,30-39,30-39,Somewhat conservative,Republican,"$200,000 or more",Postgraduate study,"Yes, other Hispanic",,,,No,,,Federal budget deficit,,,,,,,Neutral,Before that,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally unfavorable,Gingrich,Other,Hispanic/Latino,,,Spanish,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,33401.0
103469.0,Florida,50015.0,Telephone Survey,Complete,Telephone survey,0.488226979970932,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"Under $30,000",High school or less,No,,,,Yes,,,Federal budget deficit,,,,,,,Neutral,Earlier this month,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Deported to the country they came from,,Generally favorable,Omit,White,White,,,English,State questionnaire,Rural,Small Cities/Rural,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,32063.0
103470.0,Florida,50036.0,Telephone Survey,Complete,Telephone survey,1.48364722728729,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,No,,,,Yes,,,The economy,,,,,,,Somewhat support,Earlier this month,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally favorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,32825.0
103471.0,Florida,50015.0,Telephone Survey,Complete,Telephone survey,0.460170596837997,Mitt Romney,Female,White,50-59,50-59,Somewhat conservative,Republican,"Under $30,000",College graduate,No,,,,Yes,,,The economy,,,,,,,Neutral,Earlier this month,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Upscale,32216.0
103472.0,Florida,50022.0,Telephone Survey,Complete,Telephone survey,1.84068238735199,Newt Gingrich,Female,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,Yes,,,The economy,,,,,,,Strongly support,Before that,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Omit,,Generally favorable,Romney,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,33647.0
103473.0,Florida,50047.0,Telephone Survey,Complete,Telephone survey,1.21143460273743,Rick Santorum,Male,White,50-59,50-59,Moderate,Independent,"$100,000-$199,999",Postgraduate study,No,,,,Yes,,,The economy,,,,,,,Strongly oppose,Omit,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Oppose,Born-again but not Tea Party supporter,Omit,Omit,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Offered a chance to apply for citizenship,,Generally unfavorable,Omit,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Upscale,33764.0
103474.0,Florida,50047.0,Telephone Survey,Complete,Telephone survey,1.94487571716309,Mitt Romney,Male,White,60-64,60-64,,Republican,"Under $30,000",Postgraduate study,No,,,,No,,,The economy,,,,,,,Somewhat support,Before that,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally favorable,Omit,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,South,Version 1,High Density Urban,Urban,Urban Core,Downscale,33770.0
103475.0,Florida,50068.0,Telephone Survey,Complete,Telephone survey,1.48364722728729,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,No,,,,No,,,The economy,,,,,,,Somewhat support,Earlier this month,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,34112.0
103476.0,Florida,50068.0,Telephone Survey,Complete,Telephone survey,0.40068581700325,Mitt Romney,Female,White,,,Very conservative,Republican,,High school or less,No,,,,Yes,,,The economy,,,,,,,Somewhat support,Before that,,,,,,,,,,,,,,,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,33908.0
103477.0,Florida,50042.0,Telephone Survey,Complete,Telephone survey,0.976453959941864,Mitt Romney,Male,White,65 or over,65 or over,Very liberal,Republican,"$50,000-$99,999",College graduate,No,,,,Yes,,,The economy,,,,,,,Omit,Earlier this month,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Omit,,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,,,Omit,,Omit,,Omit,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very downscale,33592.0
103478.0,Florida,50071.0,Telephone Survey,Complete,Telephone survey,0.370911806821823,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",College graduate,No,,,,No,,,Illegal immigration,,,,,,,Somewhat support,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,,,Generally favorable,,Deported to the country they came from,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,32931.0
103479.0,Florida,50071.0,Telephone Survey,Complete,Telephone survey,1.52012050151825,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,,,,No,,,Federal budget deficit,,,,,,,Strongly support,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,No,All others,,,,,,Generally favorable,,Deported to the country they came from,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,32952.0
103480.0,Florida,50063.0,Telephone Survey,Complete,Telephone survey,0.488226979970932,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Republican,,Postgraduate study,No,,,,No,,,The economy,,,,,,,Neutral,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,,,,Neutral,Neither,Earlier than that,Earlier than that,,All others,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,34243.0
103481.0,Florida,50073.0,Telephone Survey,Complete,Telephone survey,1.21143460273743,Ron Paul,Male,White,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",College graduate,No,,,,Yes,,,Federal budget deficit,,,,,,,Strongly support,Earlier this month,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,No,White Born-again/Evangelical Christians,,,,,,Generally favorable,,Deported to the country they came from,,Generally unfavorable,Romney,White,White,,,English,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Suburb,Rural,Rural,Upscale,32962.0
103482.0,Florida,50068.0,Telephone Survey,Complete,Telephone survey,0.741823613643646,Mitt Romney,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",Some college/assoc. degree,No,,,,Yes,,,The economy,,,,,,,Strongly support,Omit,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,Omit,Omit,Yes,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Offered a chance to apply for citizenship,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,34110.0
103483.0,Florida,50030.0,Telephone Survey,Complete,Telephone survey,1.52012050151825,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,,,No,,,The economy,,,,,,,Neutral,Earlier this month,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Neither,Earlier than that,In the last month,No,All others,,,,,,Generally favorable,,Deported to the country they came from,,Generally unfavorable,Romney,White,White,,,English,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,32082.0
103484.0,Florida,50094.0,Telephone Survey,Complete,Telephone survey,1.84068238735199,Mitt Romney,Female,White,45-49,45-49,Somewhat conservative,Republican,"$100,000-$199,999",College graduate,No,,,,No,,,The economy,,,,,,,Neutral,Before that,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,,,,Neutral,Neither,Earlier than that,Earlier than that,No,All others,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33428.0
103485.0,Florida,50000.0,Telephone Survey,Complete,Telephone survey,1.21143460273743,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$50,000-$99,999",High school or less,No,,,,Yes,,,The economy,,,,,,,Somewhat support,Omit,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,Support,Both Tea Party supporter and born-again,Omit,Omit,No,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Offered a chance to apply for citizenship,,Generally favorable,Omit,White,White,,,English,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Downscale,32526.0
103486.0,Florida,50000.0,Telephone Survey,Complete,Telephone survey,0.920341193675995,Newt Gingrich,Female,Asian,50-59,50-59,Moderate,Republican,"$50,000-$99,999",High school or less,No,,,,Yes,,,Illegal immigration,,,,,,,Strongly support,Before that,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,,,,,,,Generally favorable,,Allowed to stay as temporary workers,,Generally unfavorable,Paul,Other,Asian,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Version 1,Town,Rural,Rural,Upscale,32548.0
103487.0,Florida,50047.0,Telephone Survey,Complete,Telephone survey,1.47754514217377,Mitt Romney,Female,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",College graduate,No,,,,No,,,The economy,,,,,,,Somewhat oppose,Earlier this month,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,,,,Oppose,Neither,Earlier than that,In the last month,No,All others,,,,,,Generally unfavorable,,Offered a chance to apply for citizenship,,Omit,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,33706.0
103488.0,Florida,50104.0,Telephone Survey,Complete,Telephone survey,2.42286920547485,Newt Gingrich,Male,Black,40-44,40-44,Somewhat liberal,Republican,"$50,000-$99,999",College graduate,No,,,,Yes,,,The economy,,,,,,,Strongly support,Before that,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,Earlier than that,Earlier than that,No,All others,,,,,,Generally favorable,,Offered a chance to apply for citizenship,,Generally favorable,Romney,Black,Black,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33025.0
103489.0,Florida,50124.0,Telephone Survey,Complete,Telephone survey,1.00077331066132,Mitt Romney,Female,Hispanic/Latino,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,"Yes, Cuban",,,,No,,,The economy,,,,,,,Strongly support,Earlier this month,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,,,Generally favorable,,Omit,,Generally favorable,Omit,Other,Hispanic/Latino,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33015.0
103490.0,Florida,50031.0,Telephone Survey,Complete,Telephone survey,1.48364722728729,Newt Gingrich,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,No,,,,No,,,The economy,,,,,,,Neutral,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Neither,Earlier than that,Earlier than that,Yes,All others,,,,,,Omit,,Deported to the country they came from,,Omit,Romney,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Suburb,Urban,Urban Core,Very downscale,32114.0
