ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,WIRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,BREAK12PRI,BRNAGAIN,DESCRIBS12R,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATROMN,SATSANT,SHAREREL,TEAPARTY,TIMEMD12,WORK,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,XQLTREP12,ATTEND,CHILD,GOVTPRO,HEALTHCARE12R,RECOVER,WALKERAPP,WINNOM12,ATTEND2,ATTREL,PARENTS,WALKERAPP2,WORKPARENT,WORKSEX,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
309426.0,Wisconsin,43.0,Call 2,Complete,Election day exit poll,1.03171241283417,Did not vote,Female,White,50-59,50-59,Moderate,Democrat,"$50,000-$99,999",Postgraduate study,,No,Omit,Too conservative,Too conservative,,,,Other,,,Not at all,Strongly oppose,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Not born again,,,Something else,Not much or not at all,Oppose,Neither,,,No,All others,No,All others,Working women,,A few times a year,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Occasionally,All others,Women without children,Disapprove,"Women, no kids",Working women,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,Suburb,Urban,Urban Core,Downscale,54601.0
309300.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.601554989814758,Did not vote,Female,White,65 or over,65 or over,Very liberal,Democrat,"$30,000-$49,999",College graduate,Not a factor at all,,,,,The economy,No,Has the right experience,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Non married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,,Earlier than that,Before January 1st,No,,,,,Has the right experience,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,54904.0
309297.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.574367582798004,Did not vote,Male,White,65 or over,65 or over,Moderate,Democrat,"$30,000-$49,999",Some college/assoc. degree,,No,Omit,Omit,Omit,,,,Catholic,,,Somewhat,Neutral,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Catholic,A great deal or somewhat,Neutral,Neither,,,Yes,All others,No,All others,All others,,Once a week,No,Government should not favor one set of values over another,,Starting to recover,Somewhat approve,,Weekly,Catholic/Attend weekly,Men without children,Approve,All men,Non-working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,54904.0
309276.0,Wisconsin,21.0,Call 2,Complete,Election day exit poll,0.537070989608765,Did not vote,Male,White,60-64,60-64,Somewhat liberal,Democrat,"$30,000-$49,999",Postgraduate study,,No,I strongly favor my candidate,Too conservative,Too conservative,,,,Protestant,,,Not at all,Strongly oppose,,No,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,No,All others,No,White Protestant non-evangelical,All others,,A few times a year,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Occasionally,Protestant/Do not attend weekly,Men without children,Disapprove,All men,Non-working men,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Upscale,53032.0
309274.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.629359185695648,Did not vote,Male,White,30-39,30-39,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Not a factor at all,No,,,,The economy,Yes,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Earlier this year,,Married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Omit,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,54904.0
309269.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.574367582798004,Did not vote,Male,White,65 or over,65 or over,Very liberal,Democrat,"$50,000-$99,999",Postgraduate study,Not a factor at all,No,,,,The economy,Yes,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Before that,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,54904.0
309265.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.601554989814758,Did not vote,Female,White,65 or over,65 or over,Moderate,Democrat,"$50,000-$99,999",College graduate,Not a factor at all,No,,,,The economy,Yes,Has the right experience,,Dissatisfied,Dissatisfied,,Neutral,Earlier this year,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Not a factor,Not important,,,Neutral,Neither,Earlier than that,Since January 1st,No,All others,,,,Has the right experience,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,54904.0
309261.0,Wisconsin,113.0,Call 2,Complete,Election day exit poll,0.369856238365173,Did not vote,Male,Other,25-29,25-29,Very liberal,Something else,"Under $30,000",Some college/assoc. degree,,No,I dislike the other candidates,Too conservative,Too conservative,,,,Protestant,,,Not much,Strongly oppose,,No,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Oppose,Neither,,,No,All others,No,,All others,,A few times a year,No,Government should not favor one set of values over another,,Starting to recover,Strongly disapprove,,Occasionally,Protestant/Do not attend weekly,Men without children,Disapprove,All men,Non-working men,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,54904.0
309233.0,Wisconsin,21.0,Call 2,Complete,Election day exit poll,0.562492966651917,Did not vote,Female,White,65 or over,65 or over,Somewhat liberal,Democrat,,High school or less,Omit,,,,,The economy,Yes,Omit,,Omit,Dissatisfied,,Neutral,Before that,,Married women,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,High school graduate or less,,Omit,Omit,,,Neutral,,Earlier than that,Before January 1st,,,,,,Omit,,,,Omit,,,Omit,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
309154.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.391612470149994,Did not vote,Male,Other,30-39,30-39,Somewhat liberal,Independent,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,No,,,,The economy,No,Omit,,Dissatisfied,Satisfied,,Strongly oppose,Earlier this year,,Non married men,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,53223.0
309150.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.608153879642487,Did not vote,Male,White,65 or over,65 or over,Very conservative,Republican,"$30,000-$49,999",College graduate,,Yes,I strongly favor my candidate,About right,About right,,,,Other christian,,,A great deal,Strongly support,,No,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,All others,,More than once a week,No,Government should do more to promote traditional values,,Staying the same,Somewhat approve,,Weekly,All others,Men without children,Approve,All men,Non-working men,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,53223.0
309141.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.666380286216736,Did not vote,Male,White,50-59,50-59,Very liberal,Democrat,,Some college/assoc. degree,Not a factor at all,No,,,,Omit,No,Omit,,Omit,Omit,,Strongly oppose,Omit,,Non married men,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Omit,Omit,,All others,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,53223.0
309110.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.666380286216736,Did not vote,Male,White,45-49,45-49,Moderate,Independent,"$30,000-$49,999",Some college/assoc. degree,Not a factor at all,No,,,,Federal budget deficit,Yes,Omit,,Satisfied,Dissatisfied,,Somewhat oppose,Before that,,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,Yes,All others,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,53223.0
309059.0,Wisconsin,50.0,Call 2,Complete,Election day exit poll,0.608153879642487,Did not vote,Male,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",College graduate,A minor factor,No,,,,The economy,Yes,Is a true conservative,,Satisfied,Satisfied,,Strongly oppose,Before that,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Is a true conservative,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,53223.0
308917.0,Wisconsin,3.0,Call 2,Complete,Election day exit poll,0.646461486816406,Did not vote,Male,,18-24,17-24,Moderate,Democrat,"Under $30,000",Some college/assoc. degree,A minor factor,No,,,,The economy,No,Has strong moral character,,Satisfied,Satisfied,,Neutral,Before that,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Not important,,,Neutral,Neither,Earlier than that,Before January 1st,,All others,,,,Has strong moral character,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale,54303.0
308868.0,Wisconsin,108.0,Call 2,Complete,Election day exit poll,1.16759300231934,Did not vote,Male,White,25-29,25-29,Moderate,Independent,,,Omit,,,,,The economy,No,Omit,,Omit,Omit,,Omit,Omit,,Non married men,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,,,,Omit,Omit,,,Omit,,Omit,Omit,,,,,,Omit,,,,Omit,,,Omit,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,54940.0
308378.0,Wisconsin,22.0,Call 1,Complete,Election day exit poll,0.601554989814758,Did not vote,Female,White,60-64,60-64,Moderate,Independent,,Postgraduate study,Not a factor at all,No,,,,The economy,Yes,Omit,,Omit,Dissatisfied,,Strongly oppose,Before that,,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,,,,College graduate,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Omit,,,,Omit,,,Romney,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,53078.0
308317.0,Wisconsin,43.0,Call 1,Complete,Election day exit poll,1.14075124263763,Did not vote,Male,White,18-24,17-24,Very liberal,Democrat,"$100,000-$199,999",High school or less,A minor factor,No,,,,The economy,No,Has strong moral character,,Satisfied,Dissatisfied,,Strongly oppose,Earlier this year,,Non married men,18-29,18-29,18-44,18-29,18-24,18-44,18-64,17-29,17-29,17-44,17-29,17-24,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,No college degree,High school graduate or less,,A factor,Not important,,,Oppose,Neither,Earlier than that,Since January 1st,No,All others,,,,Has strong moral character,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,54601.0
308304.0,Wisconsin,43.0,Call 1,Complete,Election day exit poll,0.899010121822357,Did not vote,Male,White,65 or over,65 or over,Somewhat liberal,Independent,"$100,000-$199,999",Postgraduate study,A minor factor,No,,,,The economy,Yes,Has the right experience,,Satisfied,Dissatisfied,,Somewhat oppose,Before that,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,A factor,Not important,,,Oppose,Neither,Earlier than that,Before January 1st,No,All others,,,,Has the right experience,,,,Romney,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,54601.0
308232.0,Wisconsin,43.0,Call 1,Complete,Election day exit poll,0.941564381122589,Did not vote,Female,White,60-64,60-64,Moderate,Democrat,"$50,000-$99,999",Some college/assoc. degree,Not a factor at all,No,,,,Abortion,No,Has strong moral character,,Omit,Omit,,Strongly oppose,Omit,,Non married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not a factor,Not important,,,Oppose,Neither,Omit,Omit,No,All others,,,,Has strong moral character,,,,Omit,,,Romney,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,54601.0
308227.0,Wisconsin,21.0,Call 1,Complete,Election day exit poll,0.537070989608765,Did not vote,Male,White,65 or over,65 or over,Moderate,Independent,"$50,000-$99,999",Postgraduate study,Omit,No,,,,Omit,Yes,Omit,,Dissatisfied,Dissatisfied,,Strongly oppose,Omit,,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,Omit,Omit,,,Oppose,Neither,Omit,Omit,No,All others,,,,Omit,,,,Omit,,,Omit,,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Upscale,53032.0
308209.0,Wisconsin,115.0,Call 1,Complete,Election day exit poll,0.895448565483093,Did not vote,Female,White,50-59,50-59,Somewhat liberal,Democrat,"$100,000-$199,999",College graduate,,Yes,Omit,Too conservative,Too conservative,,,,Protestant,,,A great deal,Strongly oppose,,Yes,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Democrat,Moderate/Liberal,Moderate/Liberal,Liberal,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Oppose,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Working women,,Once a week,No,Government should do more to promote traditional values,,Staying the same,Strongly disapprove,,Weekly,Protestant/Attend weekly,Women without children,Disapprove,"Women, no kids",Working women,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,Midwest,Version 2,Town,Rural,Rural,Upscale,54494.0
