id,sensc14,sen2sc14,govsc14,age,age3,age8,age45,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,climatec,demprim2,dempri_1,educ10,educcoll,educhs,educwhit,favdem2,favhaley,favrep2,favshehe,geocode,gopprim2,goppri_1,govtdo10,healthca,inc100k,inc30k,inc50k,income3,income4,income14,incwhite,isis14,issue14,latino,married,necworr2,necworry,obama2,obama4,obamaang,obamaa_1,over45,over65,party,partybla,partybyr,partyid,partysex,partywhi,phil3,precinct,ptyideo,ptyideo7,qrace3,qraceai,qtype,race,raceai,rcongang,rconga_1,region,samesexm,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,teabrn,teaparty,teapar_1,telepoll,track,version,vetvoter,whnclinc,whtevang,weight
85781,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Not complete, ,Call 3,2,No, , , , , , , , , , ,3, , ,Government is doing too many things better left to businesses and individuals, , , , , , , , , , ,No, , , , , , , ,45+,18-64, , , , , , , ,76, , ,Black,Black,State questionnaire,Black,Black, , ,South, ,Female,Black women, ,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll,Seriously off on the wrong track,Version 1, , , ,1.07728028297424
72195,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 2,6, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, , , , ,3, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", , ,No,Yes, , , , , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Liberal,100,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White, , ,South, ,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",South Carolina, , , ,Election day exit poll, ,Version 3, ,No,All others,.736233532428741
85607,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 3,6, , , ,College graduate,College graduate,More than High school graduate,Non white college degree, , , , ,5, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", , ,No, , , , , , , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,15,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South, ,Female,Black women, ,Suburbs,Suburbs,South Carolina,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll, ,Version 5, ,No,All others,.89825838804245
84203,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,4, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", , ,No,Yes, , , , , , ,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,66,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South, ,Female,Black women,Married women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina, , , ,Election day exit poll, ,Version 3, ,No,All others,3.17164897918701
88211,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Call 3,5,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable, ,Unfavorable, ,2, , ,Government should do more to solve problems, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", , ,No, , , , , , , ,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal,112,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White, , ,South,Yes,Female,White women, ,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll,Seriously off on the wrong track,Version 4, ,No, ,1.26968908309937
71880,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 2,6, , , ,College graduate,College graduate,More than High school graduate,White college degree, , , , ,3, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", , ,No, , , , , , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,100,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White, , ,South, ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Neither,Strongly oppose,Oppose,Election day exit poll, ,Version 5, ,No,All others,.773593544960022
85394,Brad Hutto,Joyce Dickerson,Vincent Sheheen,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Call 3,6,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Favorable, ,Unfavorable, ,3, , ,Government should do more to solve problems, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", , ,No, , , , , , , ,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Liberal,100,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White, , ,South,Yes,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina, , , ,Election day exit poll,Generally going in the right direction,Version 4, ,No, ,.773593544960022
71771,Brad Hutto,Joyce Dickerson,Vincent Sheheen,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete, ,Call 2,6, , , ,High school graduate,No college degree,High school graduate or less,Non white no college degree, , , , ,3, , , ,Did not go far enough,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", ,Illegal immigration,No,No, , , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64, , , , , , ,Moderate,100, , ,Black,Black,National questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South, ,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina, , , ,Election day exit poll, ,Version 2, ,No, ,.775424122810364
71738,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Not complete,No,Call 2,6, , , , , , , , , , , ,3, , , ,Did not go far enough, , , , , , , , , ,No, , , , , , , ,18-44,18-64, , , , , , , ,95, , ,Black,Black,State questionnaire,Black,Black, , ,South, ,Male,Black men, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Neither,Strongly oppose,Oppose,Election day exit poll, ,Version 2, , ,All others,1.3667733669281
55537,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Not complete,Yes,Call 1,4, , , , , , , , , , , ,1, , , ,Did not go far enough, , , , , , , , , ,No, , , , , , , ,45+,18-64, , , , , , , ,50, , ,Black,Black,State questionnaire,Black,Black, , ,South, ,Female,Black women, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll, ,Version 2, , ,All others,.709643721580505
71640,Brad Hutto,Joyce Dickerson,Vincent Sheheen,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete, ,Call 2,6, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,5, , , ,Did not go far enough,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,The economy,No,No, , , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,15,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South, ,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll, ,Version 2, ,No, ,1.04369151592255
71592,Brad Hutto,Joyce Dickerson,Vincent Sheheen,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 2,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, , , , ,2, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", , ,No,Yes, , , , , , ,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Women,White Democrat,Conservative,112,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White, , ,South, ,Female,White women,Married women,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll, ,Version 3, ,No,White Born-again/Evangelical Christians,1.33411920070648
85085,Brad Hutto,Joyce Dickerson,Vincent Sheheen,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete, ,Call 3,6,Yes, , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Favorable, ,Unfavorable, ,5, , ,Government should do more to solve problems, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", , ,No, , , , , , , ,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Moderate,15,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South,No,Female,Black women, ,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll,Generally going in the right direction,Version 4, ,No, ,1.04369151592255
71430,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Yes,Call 2,6, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree, , , , ,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", , ,No,Yes, , , , , , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,15,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South, ,Female,Black women,Married women,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll, ,Version 3, ,No,All others,.943840324878693
55208,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Not complete,No,Call 1,5, , , , , , , , , , , ,3, , , ,Was about right, , , , , , , , , ,No, , , , , , , ,45+,18-64, , , , , , , ,43, , ,Black,Black,State questionnaire,Black,Black, , ,South, ,Male,Black men, ,Suburbs,Suburbs,South Carolina,Neither,Strongly oppose,Oppose,Election day exit poll, ,Version 2, , ,All others,.899192988872528
84942,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete, ,Call 3,6, , , ,College graduate,College graduate,More than High school graduate,Non white college degree, , , , ,3, , , ,Did not go far enough,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,The economy,No,No, , , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent,Independent Women,All others,Liberal,100,Moderate/Liberal Republicans,Liberal Independents,Black,Black,National questionnaire,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South, ,Female,Black women,Non married women,"Cities 50,000-500,000","Cities over 50,000",South Carolina, , , ,Election day exit poll, ,Version 2, ,No, ,.667372703552246
71361,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 2,6, , , ,High school graduate,No college degree,High school graduate or less,Non white no college degree, , , , ,5, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", , ,No, , , , , , , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,15,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South, ,Male,Black men, ,Suburbs,Suburbs,South Carolina,Born-again but not Tea Party supporter,Strongly oppose,Oppose,Election day exit poll, ,Version 5, ,No,All others,.999687433242798
71344,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,No,Call 2,5, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,2, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", , ,No, , , , , , , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal,112,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Black, , ,South, ,Male,Black men, ,Suburbs,Suburbs,South Carolina,Neither,Strongly oppose,Oppose,Election day exit poll, ,Version 5, ,No,All others,1.49786734580994
84857,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,30-39,18-44,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Not complete,Yes,Call 3,7, , , , , , , , , , , ,4, , , ,Was about right, , , , , , , , , ,No, , , , , , , ,18-44,18-64, , , , , , , ,71, , ,Black,Black,State questionnaire,Black,Black, , ,South, ,Female,Black women, ,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Born-again but not Tea Party supporter,Neutral,Neutral,Election day exit poll, ,Version 2, , ,All others,1.26052725315094
71307,Brad Hutto,Joyce Dickerson,Vincent Sheheen,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete, ,Call 2,6, , , ,High school graduate,No college degree,High school graduate or less,Non white no college degree, , , , ,3, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", , ,No, , , , , , , ,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats, ,100, , ,Black,Black,National questionnaire,Black,Black, , ,South, ,Female,Black women, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina, , , ,Election day exit poll, ,Version 3, ,No,All others,.701238334178925
86145,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete, ,Call 3,6,Yes, , ,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Favorable, ,Unfavorable, ,5, , ,Government should do more to solve problems, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", , ,No, , , , , , , ,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative,15,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South,No,Female,Black women, ,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll,Seriously off on the wrong track,Version 4, ,No, ,.89825838804245
71264,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Not complete,Yes,Call 2,6, , , , , , , , , , , ,3, , , ,Was about right, , , , , , , , , ,No, , , , , , , ,45+,18-64, , , , , , , ,95, , ,Black,Black,State questionnaire,Black,Black, , ,South, ,Female,Black women, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Born-again but not Tea Party supporter,Somewhat oppose,Oppose,Election day exit poll, ,Version 2, , ,All others,1.22809946537018
87449,Brad Hutto,Joyce Dickerson,Vincent Sheheen,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 3,3, , , , , , , , , , , ,1, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", , , ,No, , , , , , ,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Moderate,6,Moderate/Liberal Republicans,Moderate Independents,Black,Black,National questionnaire,Black,Black, , ,South, ,Female,Black women,Non married women,Suburbs,Suburbs,South Carolina, , , ,Election day exit poll, ,Version 3, , ,All others,.851572453975677
71202,Brad Hutto,Joyce Dickerson,Vincent Sheheen,30-44,30-59,40-44,18-44,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete, ,Call 2,6,Yes, , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Favorable, ,Unfavorable, ,3, , ,Omit, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", , ,No, , , , , , , ,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,100,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black, , ,South,No,Male,Black men, ,"Cities 50,000-500,000","Cities over 50,000",South Carolina, , , ,Election day exit poll,Omit,Version 4, ,No, ,.742730736732483
