id,amd2fl14,govfl14,age,age3,age8,age45,age60,age65,ageblack,agebyrac,agebyr_1,backside,call,cdnum,cristpar,cuban3,educ10,educcoll,educhs,educwhit,favcrist,favdem2,favrep2,favscott,geocode,govtdo10,healthca,hillvrep,immdepor,inc100k,inc30k,inc50k,income3,income4,income14,incwhite,isis14,issue14,jbushpre,married,necworr2,necworry,obama2,obama4,obamaang,obamaa_1,over45,over65,party,partybla,partybyr,partyid,partysex,partywhi,phil3,precinct,ptyideo,ptyideo7,qrace3,qraceai,qtype,race,raceai,racerel1,rcongang,rconga_1,region,rel5,relign10,rubiopre,samesexm,scottcon,scotthea,sex,sexbyrac,sexwed,sizeplac,sizeplc3,spanishq,stanum,telepoll,track,version,weight,whiterel,whnclinc
11685,No, ,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,All others,All others,Complete, ,10, ,No,Postgraduate study,College graduate,More than High school graduate,Non white college degree, , , , ,3, , ,Omit, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", , , ,No, , , , , , ,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,Conservative, ,Moderate/Liberal Republicans,Conservative Independents,Other,Asian,National questionnaire,Asian,Asian, , , ,South,Catholic,Catholic, , , , ,Male,All other races,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey, ,Version 3,3.2279167175293,Non-white,No
10145,No, ,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete, ,18, ,"Yes, Cuban",College graduate,College graduate,More than High school graduate,Non white college degree, , , , ,5, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", , ,Yes, , , , , , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative, ,Independent/Something else,Conservative Republicans,Other,Other,National questionnaire,Hispanic/Latino,Hispanic/Latino, , , ,South,Something else,Muslim, , , , ,Male,Latino men, ,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey, ,Version 5,3.67545366287231,Non-white,No
10188,No, ,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,5, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, , , , ,4, , , , , , , , , , , , , ,No, , , , , , , ,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Liberal, ,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White, , , ,South,Protestant/Other Non-Catholic Christian,Other christian, , , , ,Female,White women, ,Suburbs,Suburbs,English,Florida,Telephone survey, ,Version 5,.182843640446663,White Protestants, 
92520,No, ,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,1, , ,College graduate,College graduate,More than High school graduate,Non white college degree,Omit,Favorable,Unfavorable,Omit,1,Omit, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Disapprove, ,Omit, ,Not worried,Not too worried,Approve,Strongly approve, , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Men,Non-White Democrats,Moderate,48,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Black,Gotten worse, , ,South, , ,No,No, , ,Male,Black men, ,"Cities 50,000-500,000","Cities over 50,000", ,Florida,Election day exit poll,Generally going in the right direction,Version 1,.630444347858429, ,No
87134,No, ,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,15, ,No,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Unfavorable,Unfavorable,Unfavorable,4,Government is doing too many things better left to businesses and individuals, , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve, ,No, ,Worried,Very worried,Disapprove,Strongly disapprove, , ,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,96,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Gotten worse, , ,South, , ,Yes,No, , ,Female,White women, ,Suburbs,Suburbs,English,Florida,Election day exit poll,Seriously off on the wrong track,Version 1,.775087714195251, ,No
56105,No, ,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,17, ,No,High school graduate,No college degree,High school graduate or less,White no college degree, , , , ,4, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,Omit, , ,Worried,Somewhat worried,Disapprove,Strongly disapprove, , ,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Moderate,20,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White, , , ,South, , , , , , ,Male,White men, ,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Election day exit poll, ,Version 1,.673287153244019, ,No
71917,No, ,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 2,9,Omit,"Yes, other Hispanic",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,2, ,Did not go far enough,The Republican candidate,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,The economy, ,Yes, , , , ,Omit,Omit,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others, ,79, , ,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino, ,Omit,Omit,South,Protestant/Other Non-Catholic Christian,Other christian, , ,Omit,Omit,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll, ,Version 2,.485016524791718,Non-white,No
53797,No, ,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Not complete,Call 1,20, ,No, , , , ,Unfavorable, , ,Favorable,5,Government should do more to solve problems, , , , , , , , , , , , , , , , , , , , ,18-44,18-64, , , , , , , ,14, , ,White,White,State questionnaire,White,White, , , ,South, , , ,No, , ,Male,White men, ,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Omit,Version 1,.693021416664124, , 
53753,No, ,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Call 1,20, ,"Yes, other Hispanic",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Omit,Omit,Favorable,Omit,5,Government should do more to solve problems, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Approve, ,Omit, ,Worried,Very worried,Disapprove,Strongly disapprove, , ,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,All others,Conservative,14,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino,Gotten worse, , ,South, , ,Omit,No, , ,Male,Latino men, ,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll,Seriously off on the wrong track,Version 1,.62550163269043, ,No
87395,No, ,30-44,30-59,40-44,18-44,30-44,40-49, , , ,Complete,Call 3,8,Help him win elections,No,Postgraduate study,College graduate,More than High school graduate, , , , , ,2, ,Went too far,It depends,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999", , ,The economy, ,Yes, , , , ,Angry,"Dissatisfied, but not angry or angry",18-44,18-64,Independent/Something else, , ,Independent,Independent Women, ,Conservative,6,Moderate/Liberal Republicans,Conservative Independents, , ,State questionnaire, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South,Catholic,Catholic, , ,Not conservative enough,Disapprove,Female, ,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll, ,Version 2,.363941490650177, ,No
86192,No, ,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,Unfavorable,Unfavorable,4,Government should do more to solve problems, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve, ,No, ,Worried,Somewhat worried,Disapprove,Somewhat disapprove, , ,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,96,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,Gotten worse, , ,South, , ,No,No, , ,Female,White women, ,Suburbs,Suburbs,English,Florida,Election day exit poll,Seriously off on the wrong track,Version 1,.775087714195251, ,No
11220,No, ,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete, ,17, ,"Yes, other Hispanic",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,5, ,Omit, , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white", ,Illegal immigration, ,No, , , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Women,Non-White Democrats, , , , ,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",South, , , , , , ,Female,Latino women,Non married women,Suburbs,Suburbs,English,Florida,Telephone survey, ,Version 2,7.03445243835449, ,No
71918,No, ,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Call 2,9,Omit,"Yes, other Hispanic",Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,2, ,Did not go far enough,The Republican candidate,Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,The economy, ,Yes, , , , ,Omit,Omit,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others, ,79, , ,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Hispanic/Latino, ,Omit,Omit,South,Protestant/Other Non-Catholic Christian,Other christian, , ,Omit,Omit,Female,Latino women,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Election day exit poll, ,Version 2,.485016524791718,Non-white,No
86526,No, ,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,11, ,No,Postgraduate study,College graduate,More than High school graduate,White college degree, , , , ,4, , , , , , , , , , , ,Disapprove,Illegal immigration, , ,Worried,Somewhat worried,Disapprove,Somewhat disapprove, , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,110,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White, , , ,South, , , , , , ,Female,White women, ,Suburbs,Suburbs,English,Florida,Election day exit poll, ,Version 1,.601712822914124, ,No
69556,No, ,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 2,13,Omit,No,High school graduate,No college degree,High school graduate or less,White no college degree, , , , ,3, ,Omit,The Republican candidate,Omit, , , , , , , , ,Omit, ,No, , , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,92,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White, ,Omit,Omit,South,Catholic,Catholic, , ,Omit,Omit,Female,White women,Non married women,Suburbs,Suburbs,English,Florida,Election day exit poll, ,Version 2,.965433895587921,White Catholics, 
10280,No, ,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete, ,17, ,No,High school graduate,No college degree,High school graduate or less,Non white no college degree, , , , ,5, , , , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Disapprove,Health care, , ,Worried,Very worried,Omit,Omit, , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats, , , , ,Black,Black,National questionnaire,Black,Black, , , ,South, , , , , , ,Female,Black women, ,Suburbs,Suburbs,English,Florida,Telephone survey, ,Version 1,1.47350776195526, ,No
10273,No, ,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete, ,3, ,"Yes, Cuban",High school graduate,No college degree,High school graduate or less,Non white no college degree, , , , ,2, , , , , , , , , , , ,Disapprove,The economy, , ,Worried,Very worried,Approve,Strongly approve, , ,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democrat,Democratic Men,Non-White Democrats,Liberal, ,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Hispanic/Latino, , , ,South, , , , , , ,Male,Latino men, ,"Cities 50,000-500,000","Cities over 50,000",Spanish,Florida,Telephone survey, ,Version 1,.995010793209076, ,No
10269,No, ,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete, ,24, ,No,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, , , , ,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Disapprove,The economy, , ,Worried,Very worried,Disapprove,Strongly disapprove, , ,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Women,All others,Conservative, ,Moderate/Liberal Republicans,Conservative Independents,Other,Other,National questionnaire,Other,Other, , , ,South, , , , , , ,Female,All other races, ,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Telephone survey, ,Version 1,.663994371891022, ,No
9951,No, ,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete, ,2, ,No,High school graduate,No college degree,High school graduate or less,Non white no college degree, ,Favorable,Unfavorable, ,1,Government should do more to solve problems, , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", , , , , , , , , , ,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Democratic Women,Non-White Democrats,Conservative, ,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Black,Stayed about the same, , ,South, , , ,No, , ,Female,Black women, ,Suburbs,Suburbs,English,Florida,Telephone survey,Generally going in the right direction,Version 4,2.06248784065247, ,No
9939,No, ,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete, ,4, ,No,College graduate,College graduate,More than High school graduate,Non white college degree, ,Unfavorable,Favorable, ,1,Government should do more to solve problems, , ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", , , , , , , , , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others,Conservative, ,Independent/Something else,Conservative Republicans,Other,Other,National questionnaire,Other,Other,Gotten better, , ,South, , , ,No, , ,Female,All other races, ,Rural,Small Cities/Rural,English,Florida,Telephone survey,Seriously off on the wrong track,Version 4,3.07373690605164, ,No
