ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CHRISTIEAPP,CHRISTIEAPP2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBOOKER,FAVDEM2,FAVMENENDEZ,FAVREP2,FORTRUMPG,GEOCODE,GOVNJ17,GUADAGNOCHRISTIE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME17,INCWHITE,ISSUE17NJ,LATINO,MURPHYGOLDMAN,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,STECONBETNJ,SUBURBWHITE,TELEPOLL,TIME17,TIME17MONTH,TIME17WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,WEIGHT,WHNCLINC
222734.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,12.0,Somewhat disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,To express support for Donald Trump,3.0,Kim Guadagno,Have no effect,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,Worse of him,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,102.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting better,White suburban men,Election day exit poll,In October,In the last few days/In the last week/In October,Before that,Strongly or Somewhat approve,Strongly approve,No,Version 1,3.10078740119934,No
222737.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,107.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,0.707247495651245,
222739.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,12.0,Somewhat approve,Strongly or somewhat approve,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Donald Trump was not a factor,4.0,Kim Guadagno,Have no effect,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Corruption in government,No,Worse of him,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,58.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Getting better,White suburban men,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat approve,Strongly approve,No,Version 1,1.10817754268646,No
222740.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,White 18-29,Complete,Call 1,7.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,Yes,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.684606730937958,
222741.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Not complete,Call 1,12.0,,,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Non-whites,,Favorable,,Unfavorable,To express opposition to Donald Trump,3.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,,,,,,,,102.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,Before that,Before that,Before that,,,,Version 1,1.55846655368805,
222742.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,Call 1,12.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,,68.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Female,All other races,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.999452352523804,
222743.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,12.0,Strongly disapprove,Strongly or somewhat disapprove,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,Unfavorable,To express opposition to Donald Trump,4.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Corruption in government,No,Worse of him,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,58.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban men,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.642006933689117,No
222744.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,107.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,0.742711007595062,
222746.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,68.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,1.04864275455475,
222748.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,107.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,0.707247495651245,
222749.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,12.0,Somewhat disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Unfavorable,Donald Trump was not a factor,4.0,Phil Murphy,Worse of her,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Property taxes,No,Worse of him,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,58.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,In October,In the last few days/In the last week/In October,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.59178102016449,No
222750.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Call 1,12.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,,68.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Male,All other races,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,1.08427834510803,
222752.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,12.0,Strongly disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Unfavorable,Donald Trump was not a factor,3.0,Phil Murphy,Worse of her,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Have no effect,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,102.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,1.56076443195343,No
222753.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,7.0,,,Postgraduate study,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,,107.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,0.743150472640991,
222754.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 1,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,,4.0,Phil Murphy,,,,,,,,,,Yes,,45+,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,,68.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.999452352523804,
222756.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,12.0,Somewhat approve,Strongly or somewhat approve,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Unfavorable,Favorable,Donald Trump was not a factor,4.0,Kim Guadagno,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Property taxes,No,Worse of him,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,58.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Staying about the same,White suburban women,Election day exit poll,Before that,Before that,Before that,Strongly or Somewhat approve,Somewhat approve,No,Version 1,1.07333672046661,No
222757.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,,5.0,Kim Guadagno,,,,,,,,,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,2.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 4,0.987517356872559,
222758.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 1,7.0,,,College graduate,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,,1.0,Phil Murphy,,,,,,,,,,No,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,107.0,,,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,New Jersey,,Other,Election day exit poll,,,,,,,Version 2,0.684003233909607,
222759.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,,4.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,68.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,1.96659874916077,
222760.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Not complete,Call 1,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,Unfavorable,,Favorable,Donald Trump was not a factor,3.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,,,,,,,,102.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,,,,Version 1,1.48536109924316,
222762.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,7.0,,,High school or less,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,1.0,Kim Guadagno,,,,,,,,,,No,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,,107.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,0.964067041873932,
222763.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,12.0,,,College graduate,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,,4.0,Phil Murphy,,,,,,,,,,No,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,68.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 2,1.05018889904022,
222764.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,12.0,Somewhat disapprove,Strongly or somewhat disapprove,Postgraduate study,College graduate,More than High school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,Favorable,Donald Trump was not a factor,4.0,Phil Murphy,Have no effect,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Health care,No,Better of him,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,58.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,Getting worse,White suburban women,Election day exit poll,In the last few days,In the last few days/In the last week/In October,In the last few days/In the last week,Strongly or Somewhat disapprove,Strongly disapprove,No,Version 1,0.59178102016449,No
222767.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,7.0,,,College graduate,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,1.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,,107.0,,,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,New Jersey,,White suburban men,Election day exit poll,,,,,,,Version 2,0.91749119758606,
222768.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,12.0,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,,4.0,Kim Guadagno,,,,,,,,,,No,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,68.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,New Jersey,,White suburban women,Election day exit poll,,,,,,,Version 2,1.72516930103302,
